time,event,input,output
0,begin,[],C1
297,div,C1,"['C1.1', 'C1.2']"
720,fusion,"['C1.1', 'C1.2']",C1.3
721,end,C1.3,[]
0,begin,[],C2
598,div,C2,"['C2.1', 'C2.2', 'C2.3']"
615,death,C2.1,[]
660,death,C2.2,[]
665,death,C2.3,[]
0,begin,[],C3
530,out,C3,[]
0,begin,[],C4
471,death,C4,[]
0,begin,[],C5
264,div,C5,"['C5.1', 'C5.2', 'C5.3']"
270,fusion,"['C5.1', 'C5.2', 'C5.3']",C5.4
376,death,C5.4,[]
0,begin,[],C6
321,div,C6,"['C6.1', 'C6.2']"
360,fusion,"['C6.1', 'C6.2']",C6.3
456,death,C6.3,[]
0,begin,[],C7
450,div,C7,"['C7.1', 'C7.2', 'C7.3', 'C7.4']"
528,death,C7.1,[]
525,fusion,"['C7.2', 'C7.3', 'C7.4']",C7.5
569,death,C7.5,[]
0,begin,[],C8
473,div,C8,"['C8.1', 'C8.2', 'C8.3']"
495,fusion,"['C8.1', 'C8.2', 'C8.3']",C8.4
721,end,C8.4,[]
0,begin,[],C9
358,div,C9,"['C9.1', 'C9.2']"
414,fusion,"['C9.1', 'C9.2']",C9.3
721,end,C9.3,[]
