time,event,input,output
0,begin,[],C1
35,out,C1,[]
0,begin,[],C2
152,div,C2,"['C2.1', 'C2.2']"
396,out,C2.2,[]
292,div,C2.1,"['C2.1.1', 'C2.1.2']"
565,out,C2.1.1,[]
347,out,C2.1.2,[]
0,begin,[],C3
152,div,C3,"['C3.1', 'C3.2']"
348,div,C3.1,"['C3.1.1', 'C3.1.2']"
311,div,C3.2,"['C3.2.1', 'C3.2.2']"
366,fusion,"['C3.2.1', 'C3.1.2']",C3.3
410,fusion,"['C3.3', 'C3.1.1']",C3.4
437,fusion,"['C3.4', 'C3.2.2']",C3.5
543,death,C3.5,[]
0,begin,[],C4
73,div,C4,"['C4.1', 'C4.2', 'C4.3', 'C4.4']"
95,fusion,"['C4.2', 'C4.3']",C4.5
113,fusion,"['C4.5', 'C4.4']",C4.6
661,death,C4.6,[]
492,death,C4.1,[]
0,begin,[],C5
1,div,C5,"['C5.1', 'C5.2']"
186,div,C5.1,"['C5.1.1', 'C5.1.2']"
255,fusion,"['C5.1.1', 'C5.1.2']",C5.3
721,end,C5.3,[]
174,div,C5.2,"['C5.2.1', 'C5.2.2']"
231,fusion,"['C5.2.1', 'C5.2.2']",C5.4
304,div,C5.4,"['C5.4.1', 'C5.4.2', 'C5.4.3', 'C5.4.4']"
320,fusion,"['C5.4.1', 'C5.4.2']",C5.5
326,fusion,"['C5.4.3', 'C5.4.4']",C5.6
399,fusion,"['C5.5', 'C5.6']",C5.7
541,div,C5.7,"['C5.7.1', 'C5.7.2', 'C5.7.3', 'C5.7.4', 'C5.7.5']"
681,death,C5.7.1,[]
559,fusion,"['C5.7.2', 'C5.7.3']",C5.8
569,fusion,"['C5.8', 'C5.7.4']",C5.9
640,fusion,"['C5.9', 'C5.7.5']",C5'
721,end,C5',[]
0,begin,[],C6
420,div,C6,"['C6.1', 'C6.2', 'C6.3', 'C6.4']"
453,death,C6.1,[]
453,death,C6.2,[]
445,fusion,"['C6.3', 'C6.4']",C6.5
451,death,C6.5,[]
0,begin,[],C7
248,div,C7,"['C7.1', 'C7.2', 'C7.3']"
607,death,C7.1,[]
684,death,C7.2,[]
676,div,C7.3,"['C7.3.1', 'C7.3.2']"
681,death,C7.3.1,[]
681,death,C7.3.2,[]
0,begin,[],C8
347,out,C8,[]
0,begin,[],C9
1,div,C9,"['C9.1', 'C9.2']"
230,div,C9.1,"['C9.1.1', 'C9.1.2']"
721,end,C9.1.1,[]
721,end,C9.1.2,[]
191,div,C9.2,"['C9.2.1', 'C9.2.2']"
721,end,C9.2.1,[]
307,div,C9.2.2,"['C9.2.2.1', 'C9.2.2.2']"
721,end,C9.2.2.1,[]
419,death,C9.2.2.2,[]
0,begin,[],C10
261,out,C10,[]
0,begin,[],C11
152,death,C11,[]
0,begin,[],C12
