time,event,input,output
0,begin,[],C1
83,out,C1,[]
0,begin,[],C2
163,div,C2,"['C2.1', 'C2.2']"
470,out,C2.1,[]
484,out,C2.2,[]
0,begin,[],C3
164,div,C3,"['C3.1', 'C3.2']"
354,div,C3.1,"['C3.1.1', 'C3.1.2']"
548,div,C3.1.1,"['C3.1.1.1', 'C3.1.1.2', 'C3.1.1.3']"
721,end,C3.1.1.1,[]
721,end,C3.1.1.2,[]
721,end,C3.1.1.3,[]
485,div,C3.1.2,"['C3.1.2.1', 'C3.1.2.2']"
704,div,C3.1.2.1,"['C3.1.2.1.1', 'C3.1.2.1.2']"
721,end,C3.1.2.1.1,[]
721,end,C3.1.2.1.2,[]
691,div,C3.1.2.2,"['C3.1.2.2.1', 'C3.1.2.2.2']"
721,end,C3.1.2.2.1,[]
721,end,C3.1.2.2.2,[]
353,div,C3.2,"['C3.2.1', 'C3.2.2']"
524,div,C3.2.1,"['C3.2.1.1', 'C3.2.1.2']"
721,end,C3.2.1.1,[]
721,end,C3.2.1.2,[]
519,div,C3.2.2,"['C3.2.2.1', 'C3.2.2.2']"
721,end,C3.2.2.1,[]
721,end,C3.2.2.2,[]
0,begin,[],C4
170,div,C4,"['C4.1', 'C4.2']"
232,fusion,"['C4.1', 'C4.2']",C4.3
351,div,C4.3,"['C4.3.1', 'C4.3.2', 'C4.3.3']"
721,end,C4.3.2,[]
721,end,C4.3.1,[]
533,death,C4.3.3,[]
0,begin,[],C5
148,div,C5,"['C5.1', 'C5.2']"
149,out,C5.1,[]
149,out,C5.2,[]
0,begin,[],C6
96,out,C6,[]
0,begin,[],C7
121,div,C7,"['C7.1', 'C7.2']"
263,div,C7.1,"['C7.1.1', 'C7.1.2']"
393,div,C7.1.1,"['C7.1.1.1', 'C7.1.1.2']"
648,div,C7.1.1.2,"['C7.1.1.2.1', 'C7.1.1.2.2']"
721,end,C7.1.1.2.1,[]
721,end,C7.1.1.2.2,[]
666,div,C7.1.1.1,"['C7.1.1.1.1', 'C7.1.1.1.2']"
721,end,C7.1.1.1.1,[]
721,end,C7.1.1.1.2,[]
393,div,C7.1.2,"['C7.1.2.1', 'C7.1.2.2']"
496,death,C7.1.2.1,[]
469,out,C7.1.2.2,[]
259,div,C7.2,"['C7.2.1', 'C7.2.2']"
393,div,C7.2.1,"['C7.2.1.1', 'C7.2.1.2']"
510,div,C7.2.1.1,"['C7.2.1.1.1', 'C7.2.1.1.2']"
539,death,C7.2.1.1.1,[]
530,death,C7.2.1.1.2,[]
551,div,C7.2.1.2,"['C7.2.1.2.1', 'C7.2.1.2.2', 'C7.2.1.2.3']"
721,end,C7.2.1.2.1,[]
721,end,C7.2.1.2.2,[]
721,end,C7.2.1.2.3,[]
392,div,C7.2.2,"['C7.2.2.1', 'C7.2.2.2']"
721,end,C7.2.2.1,[]
537,out,C7.2.2.2,[]
0,begin,[],C8
170,div,C8,"['C8.1', 'C8.2']"
187,out,C8.1,[]
291,div,C8.2,"['C8.2.1', 'C8.2.2']"
292,out,C8.2.1,[]
452,div,C8.2.2,"['C8.2.2.1', 'C8.2.2.2']"
565,div,C8.2.2.1,"['C8.2.2.1.1', 'C8.2.2.1.2']"
692,div,C8.2.2.1.1,"['C8.2.2.1.1.1', 'C8.2.2.1.1.2']"
721,end,C8.2.2.1.1.1,[]
721,end,C8.2.2.1.1.2,[]
674,div,C8.2.2.1.2,"['C8.2.2.1.2.1', 'C8.2.2.1.2.2']"
721,end,C8.2.2.1.2.1,[]
721,end,C8.2.2.1.2.2,[]
561,div,C8.2.2.2,"['C8.2.2.2.1', 'C8.2.2.2.2', 'C8.2.2.2.3', 'C8.2.2.2.4']"
577,fusion,"['C8.2.2.2.1', 'C8.2.2.2.2', 'C8.2.2.2.3']",C8.4
721,end,C8.4,[]
721,end,C8.2.2.2.4,[]
0,begin,[],C9
377,death,C9,[]
0,begin,[],C10
244,death,C10,[]
0,begin,[],C11
205,div,C11,"['C11.1', 'C11.2']"
