time,event,input,output
0,begin,[],C1
138,div,C1,"['C1.1', 'C1.2']"
293,div,C1.1,"['C1.1.1', 'C1.1.2']"
420,div,C1.1.1,"['C1.1.1.1', 'C1.1.1.2']"
721,end,C1.1.1.1,[]
721,end,C1.1.1.2,[]
721,end,C1.1.2,[]
271,div,C1.2,"['C1.2.1', 'C1.2.2']"
401,div,C1.2.1,"['C1.2.1.1', 'C1.2.1.2']"
614,div,C1.2.1.1,"['C1.2.1.1.1', 'C1.2.1.1.2']"
721,end,C1.2.1.1.1,[]
721,end,C1.2.1.1.2,[]
584,div,C1.2.1.2,"['C1.2.1.2.1', 'C1.2.1.2.2']"
721,end,C1.2.1.2.1,[]
721,end,C1.2.1.2.2,[]
388,div,C1.2.2,"['C1.2.2.1', 'C1.2.2.2']"
522,div,C1.2.2.1,"['C1.2.2.1.1', 'C1.2.2.1.2']"
721,end,C1.2.2.1.1,[]
657,div,C1.2.2.1.2,"['C1.2.2.1.2.1', 'C1.2.2.1.2.2']"
721,end,C1.2.2.1.2.1,[]
721,end,C1.2.2.1.2.2,[]
507,div,C1.2.2.2,"['C1.2.2.2.1', 'C1.2.2.2.2']"
633,div,C1.2.2.2.1,"['C1.2.2.2.1.1', 'C1.2.2.2.1.2']"
721,end,C1.2.2.2.1.1,[]
721,end,C1.2.2.2.1.2,[]
627,div,C1.2.2.2.2,"['C1.2.2.2.2.1', 'C1.2.2.2.2.2']"
721,end,C1.2.2.2.2.1,[]
721,end,C1.2.2.2.2.2,[]
0,begin,[],C2
584,death,C2,[]
0,begin,[],C3
721,end,C3,[]
0,begin,[],C4
113,div,C4,"['C4.1', 'C4.2']"
292,death,C4.1,[]
436,death,C4.2,[]
0,begin,[],C5
24,out,C5,[]
0,begin,[],C6
145,div,C6,"['C6.1', 'C6.2']"
318,div,C6.1,"['C6.1.1', 'C6.1.2']"
721,end,C6.1.1,[]
446,div,C6.1.2,"['C6.1.2.1', 'C6.1.2.2']"
585,div,C6.1.2.1,"['C6.1.2.1.1', 'C6.1.2.1.2']"
721,end,C6.1.2.1.1,[]
721,end,C6.1.2.1.2,[]
654,div,C6.1.2.2,"['C6.1.2.2.1', 'C6.1.2.2.2']"
721,end,C6.1.2.2.1,[]
721,end,C6.1.2.2.2,[]
294,div,C6.2,"['C6.2.1', 'C6.2.2']"
642,death,C6.2.1,[]
446,div,C6.2.2,"['C6.2.2.1', 'C6.2.2.2', 'C6.2.2.3']"
633,div,C6.2.2.1,"['C6.2.2.1.1', 'C6.2.2.1.2']"
721,end,C6.2.2.1.1,[]
721,end,C6.2.2.1.2,[]
705,div,C6.2.2.2,"['C6.2.2.2.1', 'C6.2.2.2.2']"
721,end,C6.2.2.2.1,[]
721,end,C6.2.2.2.2,[]
632,div,C6.2.2.3,"['C6.2.2.3.1', 'C6.2.2.3.2']"
721,end,C6.2.2.3.1,[]
721,end,C6.2.2.3.2,[]
0,begin,[],C7
161,div,C7,"['C7.1', 'C7.2']"
318,div,C7.1,"['C7.1.1', 'C7.1.2']"
721,end,C7.1.1,[]
437,div,C7.1.2,"['C7.1.2.1', 'C7.1.2.2']"
721,end,C7.1.2.1,[]
584,div,C7.1.2.2,"['C7.1.2.2.1', 'C7.1.2.2.2']"
721,end,C7.1.2.2.1,[]
721,end,C7.1.2.2.2,[]
303,div,C7.2,"['C7.2.1', 'C7.2.2']"
522,div,C7.2.1,"['C7.2.1.1', 'C7.2.1.2']"
701,death,C7.2.1.2,[]
721,end,C7.2.1.1,[]
522,div,C7.2.2,"['C7.2.2.1', 'C7.2.2.2']"
701,death,C7.2.2.1,[]
676,div,C7.2.2.2,"['C7.2.2.2.1', 'C7.2.2.2.2']"
721,end,C7.2.2.2.1,[]
721,end,C7.2.2.2.2,[]
0,begin,[],C8
156,div,C8,"['C8.1', 'C8.2']"
311,div,C8.1,"['C8.1.1', 'C8.1.2']"
462,div,C8.1.1,"['C8.1.1.1', 'C8.1.1.2']"
721,end,C8.1.1.1,[]
721,end,C8.1.1.2,[]
487,div,C8.1.2,"['C8.1.2.1', 'C8.1.2.2']"
693,div,C8.1.2.1,"['C8.1.2.1.1', 'C8.1.2.1.2']"
692,div,C8.1.2.2,"['C8.1.2.2.1', 'C8.1.2.2.2']"
721,end,C8.1.2.2.1,[]
721,end,C8.1.2.2.2,[]
721,end,C8.1.2.1.1,[]
721,end,C8.1.2.1.2,[]
392,div,C8.2,"['C8.2.1', 'C8.2.2']"
469,div,C8.2.1,"['C8.2.1.1', 'C8.2.1.2']"
636,div,C8.2.1.1,"['C8.2.1.1.1', 'C8.2.1.1.2']"
721,end,C8.2.1.1.1,[]
721,end,C8.2.1.1.2,[]
631,div,C8.2.1.2,"['C8.2.1.2.1', 'C8.2.1.2.2']"
721,end,C8.2.1.2.1,[]
721,end,C8.2.1.2.2,[]
466,div,C8.2.2,"['C8.2.2.1', 'C8.2.2.2']"
617,div,C8.2.2.1,"['C8.2.2.1.1', 'C8.2.2.1.2']"
721,end,C8.2.2.1.1,[]
721,end,C8.2.2.1.2,[]
608,div,C8.2.2.2,"['C8.2.2.2.1', 'C8.2.2.2.2']"
721,end,C8.2.2.2.1,[]
721,end,C8.2.2.2.2,[]
0,begin,[],C9
169,div,C9,"['C9.1', 'C9.2']"
357,div,C9.1,"['C9.1.1', 'C9.1.2']"
565,div,C9.1.1,"['C9.1.1.1', 'C9.1.1.2']"
721,end,C9.1.1.1,[]
721,end,C9.1.1.2,[]
580,div,C9.1.2,"['C9.1.2.1', 'C9.1.2.2']"
721,end,C9.1.2.1,[]
721,end,C9.1.2.2,[]
317,div,C9.2,"['C9.2.1', 'C9.2.2']"
378,fusion,"['C9.2.1', 'C9.2.2']",C9.3
486,death,C9.3,[]
0,begin,[],C10
329,div,C10,"['C10.1', 'C10.2', 'C10.3']"
380,fusion,"['C10.1', 'C10.2']",C10.4
503,out,C10.4,[]
721,end,C10.3,[]
0,begin,[],C11
721,end,C11,[]
0,begin,[],C12
139,div,C12,"['C12.1', 'C12.2']"
176,out,C12.2,[]
269,div,C12.1,"['C12.1.1', 'C12.1.2']"
285,out,C12.1.1,[]
270,out,C12.1.2,[]
0,begin,[],C13
122,div,C13,"['C13.1', 'C13.2']"
267,div,C13.1,"['C13.1.1', 'C13.1.2']"
328,death,C13.1.1,[]
476,div,C13.1.2,"['C13.1.2.1', 'C13.1.2.2']"
517,fusion,"['C13.1.2.1', 'C13.1.2.2']",C13.3
580,death,C13.3,[]
268,div,C13.2,"['C13.2.1', 'C13.2.2']"
283,out,C13.2.1,[]
538,div,C13.2.2,"['C13.2.2.1', 'C13.2.2.2']"
721,end,C13.2.2.1,[]
721,end,C13.2.2.2,[]
0,begin,[],C14
132,div,C14,"['C14.1', 'C14.2']"
290,div,C14.1,"['C14.1.1', 'C14.1.2']"
721,end,C14.1.1,[]
447,div,C14.1.2,"['C14.1.2.1', 'C14.1.2.2']"
721,end,C14.1.2.1,[]
642,div,C14.1.2.2,"['C14.1.2.2.1', 'C14.1.2.2.2']"
721,end,C14.1.2.2.1,[]
721,end,C14.1.2.2.2,[]
278,div,C14.2,"['C14.2.1', 'C14.2.2']"
721,end,C14.2.1,[]
408,div,C14.2.2,"['C14.2.2.1', 'C14.2.2.2']"
721,end,C14.2.2.1,[]
560,div,C14.2.2.2,"['C14.2.2.2.1', 'C14.2.2.2.2']"
721,end,C14.2.2.2.1,[]
721,end,C14.2.2.2.2,[]
0,begin,[],C15
99,death,C15,[]
0,begin,[],C16
118,div,C16,"['C16.1', 'C16.2', 'C16.3']"
390,death,C16.2,[]
262,out,C16.3,[]
275,div,C16.1,"['C16.1.1', 'C16.1.2']"
513,div,C16.1.1,"['C16.1.1.1', 'C16.1.1.2']"
721,end,C16.1.1.1,[]
721,end,C16.1.1.2,[]
473,div,C16.1.2,"['C16.1.2.1', 'C16.1.2.2']"
721,end,C16.1.2.1,[]
682,div,C16.1.2.2,"['C16.1.2.2.1', 'C16.1.2.2.2']"
721,end,C16.1.2.2.1,[]
721,end,C16.1.2.2.2,[]
0,begin,[],C17
74,out,C17,[]
0,begin,[],C18
26,out,C18,[]
0,begin,[],C19
13,out,C19,[]
