time,event,input,output
0,begin,[],C1
132,death,C1,[]
0,begin,[],C2
116,out,C2,[]
0,begin,[],C3
451,death,C3,[]
0,begin,[],C4
4,div,C4,"['C4.1', 'C4.2']"
125,out,C4.1,[]
529,div,C4.2,"['C4.2.1', 'C4.2.2']"
587,death,C4.2.1,[]
584,death,C4.2.2,[]
0,begin,[],C5
349,out,C5,[]
0,begin,[],C6
409,div,C6,"['C6.1', 'C6.2', 'C6.3', 'C6.4']"
522,death,C6.1,[]
432,fusion,"['C6.2', 'C6.3']",C6.5
449,fusion,"['C6.5', 'C6.4']",C6.6
721,end,C6.6,[]
0,begin,[],C7
604,death,C7,[]
0,begin,[],C8
401,death,C8,[]
0,begin,[],C9
721,end,C9,[]
0,begin,[],C10
205,div,C10,"['C10.1', 'C10.2']"
565,death,C10.1,[]
425,death,C10.2,[]
0,begin,[],C11
226,div,C11,"['C11.1', 'C11.2']"
660,death,C11.1,[]
516,death,C11.2,[]
