time,event,input,output
0,begin,[],C1
431,death,C1,[]
0,begin,[],C2
300,div,C2,"['C2.1', 'C2.2']"
446,fusion,"['C2.1', 'C2.2']",C2.5
483,death,C2.5,[]
0,begin,[],C3
649,div,C3,"['C3.1', 'C3.2', 'C3.3']"
721,end,C3.1,[]
664,fusion,"['C3.2', 'C3.3']",C3.4
721,end,C3.4,[]
0,begin,[],C4
174,div,C4,"['C4.1', 'C4.2']"
335,div,C4.2,"['C4.2.1', 'C4.2.2']"
397,fusion,"['C4.2.1', 'C4.1']",C4.3
476,fusion,"['C4.3', 'C4.2.2']",C4.4
721,end,C4.4,[]
0,begin,[],C5
446,div,C5,"['C5.1', 'C5.2']"
721,end,C5.1,[]
721,end,C5.2,[]
