time,event,input,output
0,begin,[],C1
106,div,C1,"['C1.1', 'C1.2']"
120,out,C1.1,[]
257,div,C1.2,"['C1.2.1', 'C1.2.2']"
258,death,C1.2.1,[]
258,death,C1.2.2,[]
0,begin,[],C2
43,out,C2,[]
0,begin,[],C3
192,div,C3,"['C3.1', 'C3.2']"
566,death,C3.1,[]
395,div,C3.2,"['C3.2.1', 'C3.2.2']"
467,fusion,"['C3.2.1', 'C3.2.2']",C3.3
569,div,C3.3,"['C3.3.1', 'C3.3.2']"
721,end,C3.3.1,[]
721,end,C3.3.2,[]
0,begin,[],C4
206,div,C4,"['C4.1', 'C4.2']"
453,div,C4.1,"['C4.1.1', 'C4.1.2']"
554,fusion,"['C4.1.1', 'C4.1.2']",C4.3
652,div,C4.3,"['C4.3.1', 'C4.3.2', 'C4.3.3', 'C4.3.4']"
656,fusion,"['C4.3.1', 'C4.3.2']",C4.4
663,fusion,"['C4.4', 'C4.3.3']",C4.5
721,end,C4.5,[]
721,end,C4.3.4,[]
419,div,C4.2,"['C4.2.1', 'C4.2.2']"
590,div,C4.2.1,"['C4.2.1.1', 'C4.2.1.2']"
721,end,C4.2.1.1,[]
721,end,C4.2.1.2,[]
595,div,C4.2.2,"['C4.2.2.1', 'C4.2.2.2']"
721,end,C4.2.2.1,[]
721,end,C4.2.2.2,[]
0,begin,[],C5
210,div,C5,"['C5.1', 'C5.2']"
327,fusion,"['C5.1', 'C5.2']",C5.3
401,div,C5.3,"['C5.3.1', 'C5.3.2', 'C5.3.3']"
586,div,C5.3.1,"['C5.3.1.1', 'C5.3.1.2']"
721,end,C5.3.1.1,[]
721,end,C5.3.1.2,[]
702,death,C5.3.2,[]
552,div,C5.3.3,"['C5.3.3.1', 'C5.3.3.2', 'C5.3.3.3', 'C5.3.3.4', 'C5.3.3.5']"
591,fusion,"['C5.3.3.1', 'C5.3.3.2']",C5.4
671,fusion,"['C5.4', 'C5.3.3.3', 'C5.3.3.4']",C5.5
702,death,C5.5,[]
721,end,C5.3.3.5,[]
0,begin,[],C6
192,div,C6,"['C6.1', 'C6.2', 'C6.3']"
721,end,C6.3,[]
210,fusion,"['C6.1', 'C6.2']",C6.4
337,div,C6.4,"['C6.4.1', 'C6.4.2', 'C6.4.3']"
661,death,C6.4.1,[]
455,div,C6.4.2,"['C6.4.2.1', 'C6.4.2.2']"
721,end,C6.4.2.1,[]
613,death,C6.4.2.2,[]
447,div,C6.4.3,"['C6.4.3.1', 'C6.4.3.2', 'C6.4.3.3']"
721,end,C6.4.3.1,[]
721,end,C6.4.3.2,[]
721,end,C6.4.3.3,[]
0,begin,[],C7
210,div,C7,"['C7.1', 'C7.2', 'C7.3']"
237,fusion,"['C7.1', 'C7.2']",C7.4
408,fusion,"['C7.4', 'C7.3']",C7.5
432,div,C7.5,"['C7.5.1', 'C7.5.2', 'C7.5.3']"
571,out,C7.5.1,[]
702,div,C7.5.2,"['C7.5.2.1', 'C7.5.2.2']"
721,end,C7.5.2.1,[]
721,end,C7.5.2.2,[]
704,div,C7.5.3,"['C7.5.3.1', 'C7.5.3.2']"
721,end,C7.5.3.1,[]
721,end,C7.5.3.2,[]
0,begin,[],C8
205,div,C8,"['C8.1', 'C8.2']"
524,death,C8.1,[]
376,div,C8.2,"['C8.2.1', 'C8.2.2']"
659,div,C8.2.1,"['C8.2.1.1', 'C8.2.1.2']"
721,end,C8.2.1.1,[]
721,end,C8.2.1.2,[]
527,div,C8.2.2,"['C8.2.2.1', 'C8.2.2.2']"
695,div,C8.2.2.1,"['C8.2.2.1.1', 'C8.2.2.1.2']"
721,end,C8.2.2.1.1,[]
721,end,C8.2.2.1.2,[]
694,div,C8.2.2.2,"['C8.2.2.2.1', 'C8.2.2.2.2']"
721,end,C8.2.2.2.1,[]
721,end,C8.2.2.2.2,[]
0,begin,[],C9
155,div,C9,"['C9.1', 'C9.2']"
301,div,C9.1,"['C9.1.1', 'C9.1.2']"
430,div,C9.1.1,"['C9.1.1.1', 'C9.1.1.2']"
721,end,C9.1.1.1,[]
591,div,C9.1.1.2,"['C9.1.1.2.1', 'C9.1.1.2.2']"
721,end,C9.1.1.2.1,[]
721,end,C9.1.1.2.2,[]
440,div,C9.1.2,"['C9.1.2.1', 'C9.1.2.2']"
721,end,C9.1.2.1,[]
557,div,C9.1.2.2,"['C9.1.2.2.1', 'C9.1.2.2.2']"
721,end,C9.1.2.2.1,[]
721,end,C9.1.2.2.2,[]
339,div,C9.2,"['C9.2.1', 'C9.2.2']"
557,div,C9.2.1,"['C9.2.1.1', 'C9.2.1.2']"
721,end,C9.2.1.1,[]
721,end,C9.2.1.2,[]
489,div,C9.2.2,"['C9.2.2.1', 'C9.2.2.2']"
721,end,C9.2.2.1,[]
694,div,C9.2.2.2,"['C9.2.2.2.1', 'C9.2.2.2.2', 'C9.2.2.2.3']"
721,end,C9.2.2.2.1,[]
721,end,C9.2.2.2.2,[]
721,end,C9.2.2.2.3,[]
0,begin,[],C10
109,div,C10,"['C10.1', 'C10.2']"
225,death,C10.1,[]
241,div,C10.2,"['C10.2.1', 'C10.2.2']"
346,div,C10.2.1,"['C10.2.1.1', 'C10.2.1.2']"
431,death,C10.2.1.1,[]
517,div,C10.2.1.2,"['C10.2.1.2.1', 'C10.2.1.2.2']"
721,end,C10.2.1.2.1,[]
586,death,C10.2.1.2.2,[]
369,div,C10.2.2,"['C10.2.2.1', 'C10.2.2.2']"
569,div,C10.2.2.1,"['C10.2.2.1.1', 'C10.2.2.1.2']"
721,end,C10.2.2.1.1,[]
672,out,C10.2.2.1.2,[]
493,div,C10.2.2.2,"['C10.2.2.2.1', 'C10.2.2.2.2']"
667,out,C10.2.2.2.1,[]
500,out,C10.2.2.2.2,[]
0,begin,[],C11
132,div,C11,"['C11.1', 'C11.2']"
273,div,C11.1,"['C11.1.1', 'C11.1.2']"
450,div,C11.1.1,"['C11.1.1.1', 'C11.1.1.2']"
692,div,C11.1.1.1,"['C11.1.1.1.1', 'C11.1.1.1.2']"
721,end,C11.1.1.2,[]
721,end,C11.1.1.1.1,[]
721,end,C11.1.1.1.2,[]
444,div,C11.1.2,"['C11.1.2.1', 'C11.1.2.2']"
721,end,C11.1.2.1,[]
576,div,C11.1.2.2,"['C11.1.2.2.1', 'C11.1.2.2.2']"
721,end,C11.1.2.2.1,[]
721,end,C11.1.2.2.2,[]
261,div,C11.2,"['C11.2.1', 'C11.2.2']"
439,div,C11.2.1,"['C11.2.1.1', 'C11.2.1.2']"
503,fusion,"['C11.2.1.1', 'C11.2.1.2']",C11.3
566,div,C11.3,"['C11.3.1', 'C11.3.2', 'C11.3.3']"
721,end,C11.3.1,[]
721,end,C11.3.2,[]
721,end,C11.3.3,[]
414,div,C11.2.2,"['C11.2.2.1', 'C11.2.2.2']"
721,end,C11.2.2.1,[]
580,div,C11.2.2.2,"['C11.2.2.2.1', 'C11.2.2.2.2']"
611,fusion,"['C11.2.2.2.1', 'C11.2.2.2.2']",C11.4
713,death,C11.4,[]
0,begin,[],C12
125,div,C12,"['C12.1', 'C12.2']"
470,div,C12.1,"['C12.1.1', 'C12.1.2']"
617,div,C12.1.1,"['C12.1.1.1', 'C12.1.1.2']"
721,end,C12.1.1.1,[]
721,end,C12.1.1.2,[]
654,div,C12.1.2,"['C12.1.2.2', 'C12.1.2.1']"
721,end,C12.1.2.1,[]
721,end,C12.1.2.2,[]
286,div,C12.2,"['C12.2.1', 'C12.2.2']"
447,div,C12.2.1,"['C12.2.1.1', 'C12.2.1.2']"
