time,event,input,output
0,begin,[],C1
123,div,C1,"['C1.1', 'C1.2']"
290,out,C1.1,[]
291,div,C1.2,"['C1.2.1', 'C1.2.2']"
429,out,C1.2.1,[]
453,div,C1.2.2,"['C1.2.2.1', 'C1.2.2.2']"
688,out,C1.2.2.1,[]
721,end,C1.2.2.2,[]
0,begin,[],C2
15,div,C2,"['C2.1', 'C2.2']"
257,div,C2.1,"['C2.1.1', 'C2.1.2']"
466,div,C2.1.1,"['C2.1.1.1', 'C2.1.1.2']"
596,div,C2.1.1.1,"['C2.1.1.1.1', 'C2.1.1.1.2']"
721,end,C2.1.1.1.1,[]
721,end,C2.1.1.1.2,[]
611,div,C2.1.1.2,"['C2.1.1.2.1', 'C2.1.1.2.2']"
721,end,C2.1.1.2.1,[]
721,end,C2.1.1.2.2,[]
458,div,C2.1.2,"['C2.1.2.1', 'C2.1.2.2']"
644,div,C2.1.2.1,"['C2.1.2.1.1', 'C2.1.2.1.2']"
721,end,C2.1.2.1.1,[]
721,end,C2.1.2.1.2,[]
610,div,C2.1.2.2,"['C2.1.2.2.1', 'C2.1.2.2.2']"
721,end,C2.1.2.2.1,[]
721,end,C2.1.2.2.2,[]
236,div,C2.2,"['C2.2.1', 'C2.2.2']"
315,out,C2.2.2,[]
379,div,C2.2.1,"['C2.2.1.1', 'C2.2.1.2']"
581,death,C2.2.1.1,[]
634,div,C2.2.1.2,"['C2.2.1.2.1', 'C2.2.1.2.2', 'C2.2.1.2.3']"
641,fusion,"['C2.2.1.2.2', 'C2.2.1.2.1']",C2.3
651,fusion,"['C2.2.1.2.3', 'C2.3']",C2.4
721,end,C2.4,[]
0,begin,[],C3
29,div,C3,"['C3.1', 'C3.2']"
721,end,C3.1,[]
508,out,C3.2,[]
0,begin,[],C4
33,div,C4,"['C4.1', 'C4.2']"
315,div,C4.1,"['C4.1.2', 'C4.1.1']"
596,div,C4.1.2,"['C4.1.2.1', 'C4.1.2.2']"
721,end,C4.1.2.1,[]
721,end,C4.1.2.2,[]
608,div,C4.1.1,"['C4.1.1.1', 'C4.1.1.2']"
721,end,C4.1.1.1,[]
721,end,C4.1.1.2,[]
379,div,C4.2,"['C4.2.1', 'C4.2.2']"
584,death,C4.2.1,[]
582,div,C4.2.2,"['C4.2.2.1', 'C4.2.2.2']"
721,end,C4.2.2.2,[]
721,end,C4.2.2.1,[]
0,begin,[],C5
97,div,C5,"['C5.1', 'C5.2']"
237,div,C5.1,"['C5.1.1', 'C5.1.2']"
377,div,C5.1.1,"['C5.1.1.1', 'C5.1.1.2']"
499,death,C5.1.1.1,[]
579,div,C5.1.1.2,"['C5.1.1.2.1', 'C5.1.1.2.2']"
721,end,C5.1.1.2.1,[]
721,end,C5.1.1.2.2,[]
408,div,C5.1.2,"['C5.1.2.1', 'C5.1.2.2']"
721,end,C5.1.2.1,[]
721,end,C5.1.2.2,[]
311,div,C5.2,"['C5.2.1', 'C5.2.2']"
721,end,C5.2.2,[]
441,div,C5.2.1,"['C5.2.1.1', 'C5.2.1.2']"
629,death,C5.2.1.2,[]
623,div,C5.2.1.1,"['C5.2.1.1.1', 'C5.2.1.1.2']"
647,death,C5.2.1.1.1,[]
675,death,C5.2.1.1.2,[]
0,begin,[],C6
29,div,C6,"['C6.1', 'C6.2']"
246,div,C6.2,"['C6.2.1', 'C6.2.2']"
721,end,C6.2.2,[]
721,end,C6.2.1,[]
245,div,C6.1,"['C6.1.1', 'C6.1.2']"
514,div,C6.1.2,"['C6.1.2.1', 'C6.1.2.2']"
721,end,C6.1.2.1,[]
721,end,C6.1.2.2,[]
664,div,C6.1.1,"['C6.1.1.1', 'C6.1.1.2', 'C6.1.1.3']"
680,fusion,"['C6.1.1.1', 'C6.1.1.2']",C6.3
683,fusion,"['C6.3', 'C6.1.1.3']",C6.4
721,end,C6.4,[]
0,begin,[],C7
33,div,C7,"['C7.1', 'C7.2']"
330,div,C7.1,"['C7.1.1', 'C7.1.2']"
721,end,C7.1.1,[]
721,end,C7.1.2,[]
335,div,C7.2,"['C7.2.1', 'C7.2.2']"
565,div,C7.2.1,"['C7.2.1.1', 'C7.2.1.2']"
721,end,C7.2.1.1,[]
721,end,C7.2.1.2,[]
657,div,C7.2.2,"['C7.2.2.1', 'C7.2.2.2']"
721,end,C7.2.2.1,[]
721,end,C7.2.2.2,[]
0,begin,[],C8
102,div,C8,"['C8.1', 'C8.2']"
450,div,C8.2,"['C8.2.1', 'C8.2.2']"
604,div,C8.2.1,"['C8.2.1.1', 'C8.2.1.2']"
721,end,C8.2.1.1,[]
721,end,C8.2.1.2,[]
618,div,C8.2.2,"['C8.2.2.1', 'C8.2.2.2']"
721,end,C8.2.2.1,[]
721,end,C8.2.2.2,[]
441,div,C8.1,"['C8.1.1', 'C8.1.2', 'C8.1.3']"
693,div,C8.1.1,"['C8.1.1.1', 'C8.1.1.2']"
721,end,C8.1.1.1,[]
721,end,C8.1.1.2,[]
582,death,C8.1.2,[]
637,div,C8.1.3,"['C8.1.3.1', 'C8.1.3.2']"
721,end,C8.1.3.1,[]
721,end,C8.1.3.2,[]
0,begin,[],C9
99,div,C9,"['C9.1', 'C9.2']"
267,div,C9.1,"['C9.1.1', 'C9.1.2']"
364,death,C9.1.1,[]
407,div,C9.1.2,"['C9.1.2.1', 'C9.1.2.2']"
721,end,C9.1.2.2,[]
575,div,C9.1.2.1,"['C9.1.2.1.1', 'C9.1.2.1.2']"
721,end,C9.1.2.1.1,[]
721,end,C9.1.2.1.2,[]
252,div,C9.2,"['C9.2.1', 'C9.2.2']"
418,div,C9.2.1,"['C9.2.1.1', 'C9.2.1.2']"
721,end,C9.2.1.1,[]
721,end,C9.2.1.2,[]
468,div,C9.2.2,"['C9.2.2.1', 'C9.2.2.2']"
498,death,C9.2.2.1,[]
721,end,C9.2.2.2,[]
0,begin,[],C10
323,death,C10,[]
0,begin,[],C11
275,death,C11,[]
0,begin,[],C12
358,death,C12,[]
0,begin,[],C13
9,div,C13,"['C13.1', 'C13.2']"
176,out,C13.1,[]
307,out,C13.2,[]
0,begin,[],C14
59,div,C14,"['C14.1', 'C14.2']"
114,out,C14.2,[]
390,div,C14.1,"['C14.1.1', 'C14.1.2']"
535,div,C14.1.1,"['C14.1.1.1', 'C14.1.1.2']"
721,end,C14.1.1.1,[]
721,end,C14.1.1.2,[]
543,div,C14.1.2,"['C14.1.2.1', 'C14.1.2.2']"
664,div,C14.1.2.1,"['C14.1.2.1.1', 'C14.1.2.1.2']"
721,end,C14.1.2.1.1,[]
721,end,C14.1.2.1.2,[]
662,div,C14.1.2.2,"['C14.1.2.2.1', 'C14.1.2.2.2']"
721,end,C14.1.2.2.2,[]
721,end,C14.1.2.2.1,[]
0,begin,[],C15
68,out,C15,[]
0,begin,[],C16
381,div,C16,"['C16.1', 'C16.2']"
420,out,C16.1,[]
512,div,C16.2,"['C16.2.1', 'C16.2.2']"
630,out,C16.2.2,[]
661,div,C16.2.1,"['C16.2.1.1', 'C16.2.1.2', 'C16.2.1.3']"
721,end,C16.2.1.1,[]
721,end,C16.2.1.2,[]
721,end,C16.2.1.3,[]
0,begin,[],C17
23,div,C17,"['C17.1', 'C17.2']"
41,out,C17.1,[]
263,div,C17.2,"['C17.2.1', 'C17.2.2']"
452,div,C17.2.1,"['C17.2.1.1', 'C17.2.1.2']"
645,div,C17.2.1.1,"['C17.2.1.1.1', 'C17.2.1.1.2']"
721,end,C17.2.1.1.1,[]
721,end,C17.2.1.1.2,[]
658,div,C17.2.1.2,"['C17.2.1.2.1', 'C17.2.1.2.2']"
721,end,C17.2.1.2.1,[]
709,div,C17.2.1.2.2,"['C17.2.1.2.2.1', 'C17.2.1.2.2.2']"
721,end,C17.2.1.2.2.1,[]
721,end,C17.2.1.2.2.2,[]
443,div,C17.2.2,"['C17.2.2.1', 'C17.2.2.2']"
593,div,C17.2.2.1,"['C17.2.2.1.1', 'C17.2.2.1.2']"
721,end,C17.2.2.1.1,[]
721,end,C17.2.2.1.2,[]
587,div,C17.2.2.2,"['C17.2.2.2.1', 'C17.2.2.2.2']"
721,end,C17.2.2.2.1,[]
672,death,C17.2.2.2.2,[]
0,begin,[],C18
124,div,C18,"['C18.1', 'C18.2']"
448,death,C18.1,[]
134,out,C18.2,[]
0,begin,[],C19
111,div,C19,"['C19.1', 'C19.2']"
243,div,C19.1,"['C19.1.1', 'C19.1.2']"
416,div,C19.1.1,"['C19.1.1.1', 'C19.1.1.2']"
497,death,C19.1.1.1,[]
693,div,C19.1.1.2,"['C19.1.1.2.1', 'C19.1.1.2.2']"
721,end,C19.1.1.2.2,[]
721,end,C19.1.1.2.1,[]
407,div,C19.1.2,"['C19.1.2.1', 'C19.1.2.2']"
574,div,C19.1.2.1,"['C19.1.2.1.2', 'C19.1.2.1.1']"
721,end,C19.1.2.1.1,[]
721,end,C19.1.2.1.2,[]
633,div,C19.1.2.2,"['C19.1.2.2.1', 'C19.1.2.2.2']"
652,death,C19.1.2.2.1,[]
652,death,C19.1.2.2.2,[]
258,div,C19.2,"['C19.2.1', 'C19.2.2']"
416,div,C19.2.1,"['C19.2.1.1', 'C19.2.1.2']"
721,end,C19.2.1.1,[]
721,end,C19.2.1.2,[]
415,div,C19.2.2,"['C19.2.2.1', 'C19.2.2.2']"
561,death,C19.2.2.2,[]
575,div,C19.2.2.1,"['C19.2.2.1.1', 'C19.2.2.1.2']"
721,end,C19.2.2.1.1,[]
721,end,C19.2.2.1.2,[]
0,begin,[],C20
52,div,C20,"['C20.1', 'C20.2']"
490,death,C20.2,[]
292,div,C20.1,"['C20.1.1', 'C20.1.2']"
482,div,C20.1.1,"['C20.1.1.1', 'C20.1.1.2']"
490,div,C20.1.2,"['C20.1.2.1', 'C20.1.2.2']"
721,end,C20.1.2.1,[]
721,end,C20.1.2.2,[]
721,end,C20.1.1.2,[]
721,end,C20.1.1.1,[]
