time,event,input,output
0,begin,[],C1
96,div,C1,"['C1.1', 'C1.2', 'C1.3']"
669,death,C1.1,[]
610,death,C1.2,[]
373,death,C1.3,[]
0,begin,[],C2
100,div,C2,"['C2.1', 'C2.2']"
289,div,C2.2,"['C2.2.1', 'C2.2.2']"
721,end,C2.2.2,[]
721,end,C2.2.1,[]
342,div,C2.1,"['C2.1.1', 'C2.1.2']"
361,fusion,"['C2.1.1', 'C2.1.2']",C2.3
721,end,C2.3,[]
0,begin,[],C3
29,div,C3,"['C3.1', 'C3.2']"
259,div,C3.1,"['C3.1.1', 'C3.1.2']"
466,div,C3.1.1,"['C3.1.1.1', 'C3.1.1.2']"
721,end,C3.1.1.1,[]
672,div,C3.1.1.2,"['C3.1.1.2.1', 'C3.1.1.2.2']"
721,end,C3.1.1.2.1,[]
721,end,C3.1.1.2.2,[]
490,div,C3.1.2,"['C3.1.2.1', 'C3.1.2.2']"
721,end,C3.1.2.1,[]
721,end,C3.1.2.2,[]
324,div,C3.2,"['C3.2.1', 'C3.2.2']"
651,div,C3.2.1,"['C3.2.1.1', 'C3.2.1.2']"
673,div,C3.2.2,"['C3.2.2.1', 'C3.2.2.2']"
721,end,C3.2.2.1,[]
721,end,C3.2.2.2,[]
721,end,C3.2.1.2,[]
721,end,C3.2.1.1,[]
0,begin,[],C4
47,div,C4,"['C4.1', 'C4.2']"
479,death,C4.2,[]
236,div,C4.1,"['C4.1.1', 'C4.1.2']"
435,div,C4.1.1,"['C4.1.1.1', 'C4.1.1.2']"
542,death,C4.1.1.1,[]
567,div,C4.1.1.2,"['C4.1.1.2.1', 'C4.1.1.2.2']"
721,end,C4.1.1.2.1,[]
702,div,C4.1.1.2.2,"['C4.1.1.2.2.1', 'C4.1.1.2.2.2']"
721,end,C4.1.1.2.2.1,[]
721,end,C4.1.1.2.2.2,[]
414,div,C4.1.2,"['C4.1.2.1', 'C4.1.2.2']"
573,div,C4.1.2.1,"['C4.1.2.1.1', 'C4.1.2.1.2']"
721,end,C4.1.2.1.1,[]
721,end,C4.1.2.1.2,[]
661,div,C4.1.2.2,"['C4.1.2.2.1', 'C4.1.2.2.2']"
721,end,C4.1.2.2.1,[]
721,end,C4.1.2.2.2,[]
0,begin,[],C5
100,div,C5,"['C5.1', 'C5.2']"
274,div,C5.1,"['C5.1.1', 'C5.1.2']"
311,out,C5.1.2,[]
435,div,C5.1.1,"['C5.1.1.1', 'C5.1.1.2']"
465,out,C5.1.1.1,[]
646,div,C5.1.1.2,"['C5.1.1.2.1', 'C5.1.1.2.2']"
721,end,C5.1.1.2.1,[]
721,end,C5.1.1.2.2,[]
283,div,C5.2,"['C5.2.1', 'C5.2.2']"
463,div,C5.2.1,"['C5.2.1.1', 'C5.2.1.2']"
721,end,C5.2.1.1,[]
721,end,C5.2.1.2,[]
507,div,C5.2.2,"['C5.2.2.1', 'C5.2.2.2']"
721,end,C5.2.2.2,[]
720,div,C5.2.2.1,"['C5.2.2.1.1', 'C5.2.2.1.2', 'C5.2.2.1.3']"
721,end,C5.2.2.1.1,[]
721,end,C5.2.2.1.2,[]
721,end,C5.2.2.1.3,[]
0,begin,[],C6
125,div,C6,"['C6.1', 'C6.2']"
140,out,C6.2,[]
339,div,C6.1,"['C6.1.1', 'C6.1.2']"
721,end,C6.1.1,[]
720,div,C6.1.2,"['C6.1.2.1', 'C6.1.2.2']"
721,end,C6.1.2.1,[]
721,end,C6.1.2.2,[]
