time,event,input,output
0,begin,[],C1
139,div,C1,"['C1.1', 'C1.2']"
355,div,C1.1,"['C1.1.1', 'C1.1.2']"
503,div,C1.1.1,"['C1.1.1.1', 'C1.1.1.2']"
721,end,C1.1.1.1,[]
721,end,C1.1.1.2,[]
503,div,C1.1.2,"['C1.1.2.1', 'C1.1.2.2']"
721,end,C1.1.2.1,[]
721,end,C1.1.2.2,[]
337,div,C1.2,"['C1.2.1', 'C1.2.2']"
523,div,C1.2.1,"['C1.2.1.1', 'C1.2.1.2']"
721,end,C1.2.1.1,[]
721,end,C1.2.1.2,[]
486,div,C1.2.2,"['C1.2.2.1', 'C1.2.2.2']"
664,div,C1.2.2.1,"['C1.2.2.1.1', 'C1.2.2.1.2']"
721,end,C1.2.2.1.1,[]
721,end,C1.2.2.1.2,[]
654,div,C1.2.2.2,"['C1.2.2.2.1', 'C1.2.2.2.2']"
721,end,C1.2.2.2.1,[]
721,end,C1.2.2.2.2,[]
0,begin,[],C2
149,div,C2,"['C2.1', 'C2.2']"
398,div,C2.1,"['C2.1.1', 'C2.1.2']"
452,death,C2.1.1,[]
547,div,C2.1.2,"['C2.1.2.1', 'C2.1.2.2']"
721,end,C2.1.2.1,[]
721,end,C2.1.2.2,[]
382,div,C2.2,"['C2.2.1', 'C2.2.2']"
439,out,C2.2.1,[]
535,div,C2.2.2,"['C2.2.2.1', 'C2.2.2.2']"
721,end,C2.2.2.1,[]
721,end,C2.2.2.2,[]
0,begin,[],C3
78,div,C3,"['C3.1', 'C3.2']"
322,div,C3.1,"['C3.1.1', 'C3.1.2']"
578,div,C3.1.1,"['C3.1.1.1', 'C3.1.1.2']"
721,end,C3.1.1.1,[]
721,end,C3.1.1.2,[]
605,div,C3.1.2,"['C3.1.2.1', 'C3.1.2.2']"
721,end,C3.1.2.1,[]
721,end,C3.1.2.2,[]
295,div,C3.2,"['C3.2.1', 'C3.2.2']"
554,div,C3.2.1,"['C3.2.1.1', 'C3.2.1.2']"
721,end,C3.2.1.1,[]
721,end,C3.2.1.2,[]
554,div,C3.2.2,"['C3.2.2.1', 'C3.2.2.2']"
721,end,C3.2.2.1,[]
721,end,C3.2.2.2,[]
0,begin,[],C4
69,div,C4,"['C4.1', 'C4.2']"
260,div,C4.1,"['C4.1.1', 'C4.1.2']"
306,out,C4.1.1,[]
721,end,C4.1.2,[]
183,out,C4.2,[]
0,begin,[],C5
155,death,C5,[]
0,begin,[],C6
97,div,C6,"['C6.1', 'C6.2']"
312,div,C6.1,"['C6.1.1', 'C6.1.2']"
593,div,C6.1.1,"['C6.1.1.1', 'C6.1.1.2']"
721,end,C6.1.1.1,[]
721,end,C6.1.1.2,[]
605,div,C6.1.2,"['C6.1.2.1', 'C6.1.2.2']"
721,end,C6.1.2.1,[]
721,end,C6.1.2.2,[]
308,div,C6.2,"['C6.2.1', 'C6.2.2']"
631,div,C6.2.1,"['C6.2.1.1', 'C6.2.1.2']"
721,end,C6.2.1.1,[]
721,end,C6.2.1.2,[]
638,div,C6.2.2,"['C6.2.2.1', 'C6.2.2.2']"
721,end,C6.2.2.1,[]
721,end,C6.2.2.2,[]
0,begin,[],C7
142,div,C7,"['C7.1', 'C7.2']"
161,out,C7.1,[]
161,out,C7.2,[]
0,begin,[],C8
32,div,C8,"['C8.1', 'C8.2']"
300,div,C8.1,"['C8.1.1', 'C8.1.2']"
523,div,C8.1.1,"['C8.1.1.1', 'C8.1.1.2']"
682,div,C8.1.1.1,"['C8.1.1.1.1', 'C8.1.1.1.2']"
721,end,C8.1.1.1.1,[]
721,end,C8.1.1.1.2,[]
695,div,C8.1.1.2,"['C8.1.1.2.1', 'C8.1.1.2.2']"
721,end,C8.1.1.2.1,[]
721,end,C8.1.1.2.2,[]
539,div,C8.1.2,"['C8.1.2.1', 'C8.1.2.2']"
