time,event,input,output
0,begin,[],C1
39,div,C1,"['C1.1', 'C1.2']"
300,div,C1.1,"['C1.1.1', 'C1.1.2']"
584,div,C1.1.1,"['C1.1.1.1', 'C1.1.1.2']"
721,end,C1.1.1.1,[]
721,end,C1.1.1.2,[]
568,div,C1.1.2,"['C1.1.2.1', 'C1.1.2.2']"
721,end,C1.1.2.1,[]
721,end,C1.1.2.2,[]
86,out,C1.2,[]
0,begin,[],C2
25,out,C2,[]
0,begin,[],C3
62,div,C3,"['C3.1', 'C3.2']"
475,div,C3.1,"['C3.1.1', 'C3.1.2']"
686,div,C3.1.1,"['C3.1.1.1', 'C3.1.1.2']"
721,end,C3.1.1.1,[]
721,end,C3.1.1.2,[]
625,div,C3.1.2,"['C3.1.2.1', 'C3.1.2.2']"
721,end,C3.1.2.1,[]
721,end,C3.1.2.2,[]
190,out,C3.2,[]
0,begin,[],C4
721,end,C4,[]
0,begin,[],C5
117,div,C5,"['C5.1', 'C5.2']"
346,div,C5.1,"['C5.1.1', 'C5.1.2']"
483,div,C5.1.1,"['C5.1.1.1', 'C5.1.1.2']"
636,div,C5.1.1.1,"['C5.1.1.1.1', 'C5.1.1.1.2']"
721,end,C5.1.1.1.1,[]
721,end,C5.1.1.1.2,[]
647,div,C5.1.1.2,"['C5.1.1.2.1', 'C5.1.1.2.2']"
721,end,C5.1.1.2.1,[]
721,end,C5.1.1.2.2,[]
496,div,C5.1.2,"['C5.1.2.1', 'C5.1.2.2']"
615,div,C5.1.2.1,"['C5.1.2.1.1', 'C5.1.2.1.2']"
721,end,C5.1.2.1.1,[]
721,end,C5.1.2.1.2,[]
721,end,C5.1.2.2,[]
340,div,C5.2,"['C5.2.1', 'C5.2.2']"
503,div,C5.2.1,"['C5.2.1.1', 'C5.2.1.2']"
629,div,C5.2.1.1,"['C5.2.1.1.1', 'C5.2.1.1.2']"
721,end,C5.2.1.1.1,[]
721,end,C5.2.1.1.2,[]
664,div,C5.2.1.2,"['C5.2.1.2.1', 'C5.2.1.2.2']"
709,death,C5.2.1.2.1,[]
721,end,C5.2.1.2.2,[]
499,div,C5.2.2,"['C5.2.2.1', 'C5.2.2.2']"
636,div,C5.2.2.2,"['C5.2.2.2.1', 'C5.2.2.2.2']"
678,death,C5.2.2.2.1,[]
689,death,C5.2.2.2.2,[]
634,div,C5.2.2.1,"['C5.2.2.1.1', 'C5.2.2.1.2']"
721,end,C5.2.2.1.1,[]
721,end,C5.2.2.1.2,[]
0,begin,[],C6
122,div,C6,"['C6.1', 'C6.2']"
312,div,C6.1,"['C6.1.1', 'C6.1.2']"
450,div,C6.1.1,"['C6.1.1.1', 'C6.1.1.2']"
629,div,C6.1.1.1,"['C6.1.1.1.1', 'C6.1.1.1.2']"
721,end,C6.1.1.1.1,[]
721,end,C6.1.1.1.2,[]
629,div,C6.1.1.2,"['C6.1.1.2.1', 'C6.1.1.2.2']"
721,end,C6.1.1.2.1,[]
721,end,C6.1.1.2.2,[]
451,div,C6.1.2,"['C6.1.2.1', 'C6.1.2.2']"
595,div,C6.1.2.1,"['C6.1.2.1.1', 'C6.1.2.1.2']"
721,end,C6.1.2.1.1,[]
721,end,C6.1.2.1.2,[]
585,div,C6.1.2.2,"['C6.1.2.2.1', 'C6.1.2.2.2']"
721,end,C6.1.2.2.1,[]
721,end,C6.1.2.2.2,[]
335,div,C6.2,"['C6.2.1', 'C6.2.2']"
478,div,C6.2.1,"['C6.2.1.1', 'C6.2.1.2']"
630,div,C6.2.1.1,"['C6.2.1.1.1', 'C6.2.1.1.2']"
721,end,C6.2.1.1.1,[]
721,end,C6.2.1.1.2,[]
636,div,C6.2.1.2,"['C6.2.1.2.1', 'C6.2.1.2.2']"
721,end,C6.2.1.2.1,[]
721,end,C6.2.1.2.2,[]
468,div,C6.2.2,"['C6.2.2.1', 'C6.2.2.2']"
614,div,C6.2.2.1,"['C6.2.2.1.1', 'C6.2.2.1.2']"
721,end,C6.2.2.1.1,[]
721,end,C6.2.2.1.2,[]
721,end,C6.2.2.2,[]
0,begin,[],C7
135,div,C7,"['C7.1', 'C7.2']"
361,div,C7.1,"['C7.1.1', 'C7.1.2']"
496,div,C7.1.1,"['C7.1.1.1', 'C7.1.1.2']"
721,end,C7.1.1.1,[]
721,end,C7.1.1.2,[]
507,out,C7.1.2,[]
346,div,C7.2,"['C7.2.1', 'C7.2.2']"
485,div,C7.2.1,"['C7.2.1.1', 'C7.2.1.2']"
721,end,C7.2.1.1,[]
721,end,C7.2.1.2,[]
485,div,C7.2.2,"['C7.2.2.1', 'C7.2.2.2']"
721,end,C7.2.2.1,[]
661,death,C7.2.2.2,[]
0,begin,[],C8
262,div,C8,"['C8.1', 'C8.2']"
572,div,C8.1,"['C8.1.1', 'C8.1.2']"
591,out,C8.1.1,[]
721,end,C8.1.2,[]
539,div,C8.2,"['C8.2.1', 'C8.2.2']"
721,end,C8.2.1,[]
