time,event,input,output
0,begin,[],C1
721,end,C1,[]
0,begin,[],C2
170,div,C2,"['C2.1', 'C2.2']"
676,death,C2.1,[]
645,death,C2.2,[]
0,begin,[],C3
164,div,C3,"['C3.1', 'C3.2']"
427,div,C3.1,"['C3.1.1', 'C3.1.2']"
543,death,C3.1.1,[]
721,end,C3.1.2,[]
416,div,C3.2,"['C3.2.1', 'C3.2.2']"
619,div,C3.2.1,"['C3.2.1.1', 'C3.2.1.2']"
721,end,C3.2.1.1,[]
721,end,C3.2.1.2,[]
610,div,C3.2.2,"['C3.2.2.1', 'C3.2.2.2']"
721,end,C3.2.2.1,[]
721,end,C3.2.2.2,[]
0,begin,[],C4
180,div,C4,"['C4.1', 'C4.2']"
405,death,C4.1,[]
355,death,C4.2,[]
0,begin,[],C5
349,div,C5,"['C5.1', 'C5.2']"
376,fusion,"['C5.1', 'C5.2']",C5.3
377,div,C5.3,"['C5.3.1', 'C5.3.2', 'C5.3.3', 'C5.3.4']"
721,end,C5.3.1,[]
721,end,C5.3.2,[]
721,end,C5.3.3,[]
721,end,C5.3.4,[]
0,begin,[],C6
148,div,C6,"['C6.1', 'C6.2']"
363,div,C6.1,"['C6.1.1', 'C6.1.2']"
721,end,C6.1.1,[]
600,out,C6.1.2,[]
275,out,C6.2,[]
0,begin,[],C7
140,div,C7,"['C7.1', 'C7.2']"
360,div,C7.1,"['C7.1.1', 'C7.1.2']"
541,div,C7.1.1,"['C7.1.1.1', 'C7.1.1.2']"
574,out,C7.1.1.1,[]
721,end,C7.1.1.2,[]
574,div,C7.1.2,"['C7.1.2.1', 'C7.1.2.2']"
721,end,C7.1.2.1,[]
721,end,C7.1.2.2,[]
357,div,C7.2,"['C7.2.1', 'C7.2.2']"
566,div,C7.2.1,"['C7.2.1.1', 'C7.2.1.2']"
721,end,C7.2.1.1,[]
721,end,C7.2.1.2,[]
513,div,C7.2.2,"['C7.2.2.1', 'C7.2.2.2']"
721,end,C7.2.2.1,[]
721,end,C7.2.2.2,[]
