time,event,input,output
0,begin,[],C1
105,div,C1,"['C1.1', 'C1.2']"
470,div,C1.1,"['C1.1.1', 'C1.1.2']"
721,end,C1.1.1,[]
721,end,C1.1.2,[]
412,death,C1.2,[]
0,begin,[],C2
162,div,C2,"['C2.1', 'C2.2']"
721,end,C2.1,[]
345,div,C2.2,"['C2.2.1', 'C2.2.2']"
536,div,C2.2.1,"['C2.2.1.1', 'C2.2.1.2']"
721,end,C2.2.1.1,[]
721,end,C2.2.1.2,[]
511,div,C2.2.2,"['C2.2.2.1', 'C2.2.2.2']"
643,div,C2.2.2.1,"['C2.2.2.1.1', 'C2.2.2.1.2']"
721,end,C2.2.2.1.1,[]
721,end,C2.2.2.1.2,[]
644,div,C2.2.2.2,"['C2.2.2.2.1', 'C2.2.2.2.2']"
721,end,C2.2.2.2.1,[]
721,end,C2.2.2.2.2,[]
0,begin,[],C3
152,div,C3,"['C3.1', 'C3.2']"
314,div,C3.1,"['C3.1.1', 'C3.1.2']"
589,div,C3.1.1,"['C3.1.1.1', 'C3.1.1.2']"
721,end,C3.1.1.1,[]
721,end,C3.1.1.2,[]
470,div,C3.1.2,"['C3.1.2.1', 'C3.1.2.2']"
664,div,C3.1.2.1,"['C3.1.2.1.1', 'C3.1.2.1.2']"
721,end,C3.1.2.1.1,[]
721,end,C3.1.2.1.2,[]
721,end,C3.1.2.2,[]
298,div,C3.2,"['C3.2.1', 'C3.2.2']"
456,div,C3.2.1,"['C3.2.1.1', 'C3.2.1.2']"
617,div,C3.2.1.1,"['C3.2.1.1.1', 'C3.2.1.1.2']"
721,end,C3.2.1.1.1,[]
721,end,C3.2.1.1.2,[]
602,div,C3.2.1.2,"['C3.2.1.2.1', 'C3.2.1.2.2']"
721,end,C3.2.1.2.1,[]
721,end,C3.2.1.2.2,[]
448,div,C3.2.2,"['C3.2.2.1', 'C3.2.2.2']"
609,div,C3.2.2.1,"['C3.2.2.1.1', 'C3.2.2.1.2']"
721,end,C3.2.2.1.1,[]
721,end,C3.2.2.1.2,[]
628,div,C3.2.2.2,"['C3.2.2.2.1', 'C3.2.2.2.2']"
721,end,C3.2.2.2.1,[]
721,end,C3.2.2.2.2,[]
0,begin,[],C4
80,out,C4,[]
0,begin,[],C5
138,div,C5,"['C5.1', 'C5.2']"
163,div,C5.1,"['C5.1.1', 'C5.1.2']"
514,div,C5.1.1,"['C5.1.1.1', 'C5.1.1.2']"
645,div,C5.1.1.1,"['C5.1.1.1.1', 'C5.1.1.1.2']"
721,end,C5.1.1.1.1,[]
721,end,C5.1.1.1.2,[]
608,div,C5.1.1.2,"['C5.1.1.2.1', 'C5.1.1.2.2']"
721,end,C5.1.1.2.1,[]
721,end,C5.1.1.2.2,[]
347,div,C5.1.2,"['C5.1.2.1', 'C5.1.2.2']"
721,end,C5.1.2.1,[]
721,end,C5.1.2.2,[]
153,div,C5.2,"['C5.2.1', 'C5.2.2']"
316,div,C5.2.1,"['C5.2.1.1', 'C5.2.1.2']"
470,div,C5.2.1.1,"['C5.2.1.1.1', 'C5.2.1.1.2']"
721,end,C5.2.1.1.1,[]
664,div,C5.2.1.1.2,"['C5.2.1.1.2.1', 'C5.2.1.1.2.2']"
721,end,C5.2.1.1.2.1,[]
721,end,C5.2.1.1.2.2,[]
523,div,C5.2.1.2,"['C5.2.1.2.1', 'C5.2.1.2.2']"
721,end,C5.2.1.2.1,[]
721,end,C5.2.1.2.2,[]
299,div,C5.2.2,"['C5.2.2.1', 'C5.2.2.2']"
457,div,C5.2.2.1,"['C5.2.2.1.1', 'C5.2.2.1.2']"
721,end,C5.2.2.1.1,[]
620,div,C5.2.2.1.2,"['C5.2.2.1.2.1', 'C5.2.2.1.2.2']"
721,end,C5.2.2.1.2.1,[]
721,end,C5.2.2.1.2.2,[]
449,div,C5.2.2.2,"['C5.2.2.2.1', 'C5.2.2.2.2']"
602,div,C5.2.2.2.1,"['C5.2.2.2.1.1', 'C5.2.2.2.1.2']"
721,end,C5.2.2.2.1.1,[]
721,end,C5.2.2.2.1.2,[]
610,div,C5.2.2.2.2,"['C5.2.2.2.2.1', 'C5.2.2.2.2.2']"
721,end,C5.2.2.2.2.1,[]
721,end,C5.2.2.2.2.2,[]
0,begin,[],C6
153,div,C6,"['C6.1', 'C6.2']"
325,div,C6.1,"['C6.1.1', 'C6.1.2']"
493,div,C6.1.1,"['C6.1.1.1', 'C6.1.1.2']"
721,end,C6.1.1.2,[]
648,div,C6.1.1.1,"['C6.1.1.1.1', 'C6.1.1.1.2']"
721,end,C6.1.1.1.1,[]
721,end,C6.1.1.1.2,[]
482,div,C6.1.2,"['C6.1.2.1', 'C6.1.2.2']"
643,div,C6.1.2.1,"['C6.1.2.1.1', 'C6.1.2.1.2']"
721,end,C6.1.2.1.1,[]
721,end,C6.1.2.1.2,[]
646,div,C6.1.2.2,"['C6.1.2.2.1', 'C6.1.2.2.2']"
721,end,C6.1.2.2.1,[]
721,end,C6.1.2.2.2,[]
328,death,C6.2,[]
