Nombre de cellules à J0,5
Nombre de cellules à J5,0
Nombre de mitoses totale,45
Nombre de cycles mitotiques,9
Nombre de mitoses normales,45
Nombre de mitoses anormales,0
Nombre de mitoses non dichotomiques,0
Nombre de refusions après mitose,0
Nombre total de morts,2
Nombre de mort sans mitose,0
Nombre de mort après mitose,2
Nombre de sorties,0
Longueur moyenne entre deux cycles,136
Longueur moyenne entre T0 et première division,180
,
Nom des cellules,C1,C2,C3,C4,C5
Nombre de divisions,7,13,2,14,9
,
Nombre de divisions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Nombre de cellules concernées,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
