time,event,input,output
0,begin,[],C1
151,div,C1,"['C1.1', 'C1.2']"
423,out,C1.1,[]
363,div,C1.2,"['C1.2.1', 'C1.2.2']"
379,fusion,"['C1.2.1', 'C1.2.2']",C1.3
600,out,C1.3,[]
0,begin,[],C2
301,div,C2,"['C2.1', 'C2.2', 'C2.3']"
404,death,C2.1,[]
405,death,C2.2,[]
410,death,C2.3,[]
0,begin,[],C3
189,div,C3,"['C3.1', 'C3.2']"
359,div,C3.2,"['C3.2.1', 'C3.2.2']"
721,end,C3.2.1,[]
721,end,C3.2.2,[]
409,div,C3.1,"['C3.1.1', 'C3.1.2', 'C3.1.3']"
532,death,C3.1.3,[]
431,fusion,"['C3.1.1', 'C3.1.2']",C3.4
562,death,C3.4,[]
0,begin,[],C4
721,end,C4,[]
0,begin,[],C5
150,div,C5,"['C5.1', 'C5.2']"
210,fusion,"['C5.1', 'C5.2']",C5.3
299,death,C5.3,[]
