time,event,input,output
0,begin,[],C1
67,out,C1,[]
0,begin,[],C2
563,div,C2,"['C2.1', 'C2.2', 'C2.3', 'C2.4', 'C2.5']"
575,fusion,"['C2.1', 'C2.2']",C2.6
585,fusion,"['C2.6', 'C2.3', 'C2.4', 'C2.5']",C2.7
653,death,C2.7,[]
0,begin,[],C3
447,div,C3,"['C3.1', 'C3.2']"
721,end,C3.1,[]
721,end,C3.2,[]
0,begin,[],C4
216,div,C4,"['C4.1', 'C4.2']"
232,fusion,"['C4.1', 'C4.2']",C4.3
234,div,C4.3,"['C4.3.1', 'C4.3.2', 'C4.3.3']"
448,fusion,"['C4.3.1', 'C4.3.2']",C4.4
666,fusion,"['C4.4', 'C4.3.3']",C4.5
721,end,C4.5,[]
0,begin,[],C5
721,end,C5,[]
0,begin,[],C6
245,div,C6,"['C6.1', 'C6.2']"
393,div,C6.1,"['C6.1.1', 'C6.1.2']"
721,end,C6.1.1,[]
721,end,C6.1.2,[]
388,div,C6.2,"['C6.2.1', 'C6.2.2']"
669,div,C6.2.1,"['C6.2.1.1', 'C6.2.1.2']"
721,end,C6.2.1.1,[]
721,end,C6.2.1.2,[]
543,div,C6.2.2,"['C6.2.2.1', 'C6.2.2.2']"
721,end,C6.2.2.1,[]
721,end,C6.2.2.2,[]
0,begin,[],C7
263,div,C7,"['C7.1', 'C7.2']"
398,div,C7.1,"['C7.1.1', 'C7.1.2']"
565,death,C7.1.1,[]
580,out,C7.1.2,[]
351,out,C7.2,[]
0,begin,[],C8
175,out,C8,[]
0,begin,[],C9
165,div,C9,"['C9.1', 'C9.2', 'C9.3']"
253,death,C9.1,[]
361,div,C9.2,"['C9.2.1', 'C9.2.2']"
371,out,C9.2.1,[]
721,end,C9.2.2,[]
507,div,C9.3,"['C9.3.1', 'C9.3.2', 'C9.3.3']"
515,death,C9.3.1,[]
721,end,C9.3.2,[]
511,death,C9.3.3,[]
0,begin,[],C10
91,out,C10,[]
0,begin,[],C11
177,div,C11,"['C11.1', 'C11.2']"
690,death,C11.1,[]
487,div,C11.2,"['C11.2.1', 'C11.2.2']"
617,fusion,"['C11.2.1', 'C11.2.2']",C11.3
721,end,C11.3,[]
