time,event,input,output
0,begin,[],C188
439,out,C188,[]
0,begin,[],C189
197,out,C189,[]
0,begin,[],C3
518,div,C3,"['C3.1', 'C3.2', 'C3.3', 'C3.4']"
532,fusion,"['C3.1', 'C3.2']",C3.5
534,fusion,"['C3.5', 'C3.3']",C3.6
558,fusion,"['C3.6', 'C3.4']",C3.7
721,end,C3.7,[]
0,begin,[],C4
96,death,C4,[]
0,begin,[],C5
3,death,C5,[]
0,begin,[],C6
96,out,C6,[]
0,begin,[],C7
483,death,C7,[]
0,begin,[],C8
251,div,C8,"['C8.1', 'C8.2']"
280,out,C8.1,[]
490,out,C8.2,[]
0,begin,[],C9
257,div,C9,"['C9.1', 'C9.2', 'C9.3', 'C9.4']"
300,fusion,"['C9.1', 'C9.2', 'C9.3']",C9.5
327,death,C9.5,[]
659,death,C9.4,[]
0,begin,[],C10
487,div,C10,"['C10.1', 'C10.2', 'C10.3', 'C10.4']"
507,fusion,"['C10.1', 'C10.2']",C10.5
507,fusion,"['C10.3', 'C10.4']",C10.6
520,fusion,"['C10.6', 'C10.5']",C10.7
552,death,C10.7,[]
0,begin,[],C11
373,div,C11,"['C11.1', 'C11.2', 'C11.3', 'C11.4']"
389,fusion,"['C11.1', 'C11.2', 'C11.3', 'C11.4']",C11.5
562,div,C11.5,"['C11.5.1', 'C11.5.2', 'C11.5.3']"
601,fusion,"['C11.5.1', 'C11.5.2']",C11.6
625,fusion,"['C11.6', 'C11.5.3']",C11.7
655,death,C11.7,[]
