time,event,input,output
0,begin,[],C1
333,div,C1,"['C1.1', 'C1.2']"
539,div,C1.1,"['C1.1.1', 'C1.1.2']"
603,fusion,"['C1.1.1', 'C1.1.2']",C1.3
633,death,C1.3,[]
508,div,C1.2,"['C1.2.1', 'C1.2.2']"
539,out,C1.2.1,[]
604,out,C1.2.2,[]
0,begin,[],C2
72,out,C2,[]
0,begin,[],C3
85,out,C3,[]
0,begin,[],C4
313,death,C4,[]
0,begin,[],C5
416,div,C5,"['C5.1', 'C5.2', 'C5.3', 'C5.4', 'C5.5']"
611,death,C5.1,[]
429,fusion,"['C5.2', 'C5.3']",C5.6
440,fusion,"['C5.6', 'C5.4']",C5.7
500,fusion,"['C5.7', 'C5.5']",C5.8
533,death,C5.8,[]
0,begin,[],C6
399,death,C6,[]
0,begin,[],C7
345,out,C7,[]
0,begin,[],C8
156,div,C8,"['C8.1', 'C8.2']"
400,death,C8.1,[]
300,out,C8.2,[]
0,begin,[],C9
211,div,C9,"['C9.1', 'C9.2']"
396,death,C9.1,[]
380,div,C9.2,"['C9.2.1', 'C9.2.2', 'C9.2.3']"
417,fusion,"['C9.2.1', 'C9.2.2', 'C9.2.3']",C9.3
574,death,C9.3,[]
0,begin,[],C10
342,div,C10,"['C10.1', 'C10.2', 'C10.3']"
720,death,C10.1,[]
367,fusion,"['C10.2', 'C10.3']",C10.4
441,death,C10.4,[]
0,begin,[],C11
272,div,C11,"['C11.1', 'C11.2', 'C11.3']"
293,fusion,"['C11.1', 'C11.2', 'C11.3']",C11.4
295,death,C11.4,[]
0,begin,[],C12
437,death,C12,[]
0,begin,[],C13
152,div,C13,"['C13.1', 'C13.2']"
721,end,C13.1,[]
337,div,C13.2,"['C13.2.1', 'C13.2.2']"
592,death,C13.2.1,[]
479,death,C13.2.2,[]
0,begin,[],C14
267,div,C14,"['C14.1', 'C14.2', 'C14.3']"
672,death,C14.1,[]
283,fusion,"['C14.2', 'C14.3']",C14.4
721,end,C14.4,[]
0,begin,[],C15
188,div,C15,"['C15.1', 'C15.2']"
449,div,C15.1,"['C15.1.1', 'C15.1.2', 'C15.1.3']"
460,fusion,"['C15.1.1', 'C15.1.2']",C15.3
500,fusion,"['C15.3', 'C15.1.3']",C15.4
535,death,C15.4,[]
473,div,C15.2,"['C15.2.1', 'C15.2.2']"
480,fusion,"['C15.2.1', 'C15.2.2']",C15.5
543,death,C15.5,[]
0,begin,[],C16
190,div,C16,"['C16.1', 'C16.2']"
240,fusion,"['C16.1', 'C16.2']",C16.4
715,death,C16.4,[]
0,begin,[],C17
204,div,C17,"['C17.1', 'C17.2']"
263,fusion,"['C17.1', 'C17.2']",C17.3
449,death,C17.3,[]
0,begin,[],C18
211,out,C18,[]
0,begin,[],C19
250,div,C19,"['C19.1', 'C19.2']"
641,death,C19.1,[]
