time,event,input,output
0,begin,[],C1
31,out,C1,[]
0,begin,[],C2
400,div,C2,"['C2.1', 'C2.2', 'C2.3', 'C2.4']"
721,end,C2.1,[]
410,fusion,"['C2.2', 'C2.3']",C2.5
424,fusion,"['C2.4', 'C2.5']",C2.6
457,death,C2.6,[]
0,begin,[],C3
165,out,C3,[]
0,begin,[],C4
367,div,C4,"['C4.1', 'C4.2', 'C4.3', 'C4.4']"
370,fusion,"['C4.1', 'C4.2']",C4.5
388,fusion,"['C4.3', 'C4.4']",C4.6
408,death,C4.5,[]
566,death,C4.6,[]
0,begin,[],C5
230,div,C5,"['C5.1', 'C5.2']"
380,out,C5.1,[]
379,div,C5.2,"['C5.2.1', 'C5.2.2', 'C5.2.3']"
562,death,C5.2.1,[]
570,death,C5.2.2,[]
721,end,C5.2.3,[]
0,begin,[],C6
340,div,C6,"['C6.1', 'C6.2', 'C6.3', 'C6.4']"
379,fusion,"['C6.1', 'C6.2', 'C6.3', 'C6.4']",C6.5
588,div,C6.5,"['C6.5.1', 'C6.5.2', 'C6.5.3']"
600,fusion,"['C6.5.1', 'C6.5.2', 'C6.5.3']",C6.6
659,death,C6.6,[]
0,begin,[],C7
251,out,C7,[]
0,begin,[],C8
456,div,C8,"['C8.1', 'C8.2']"
555,fusion,"['C8.1', 'C8.2']",C8.3
721,end,C8.3,[]
0,begin,[],C9
348,out,C9,[]
0,begin,[],C10
398,div,C10,"['C10.1', 'C10.2', 'C10.3', 'C10.4', 'C10.5']"
416,fusion,"['C10.1', 'C10.2']",C10.6
413,fusion,"['C10.3', 'C10.4']",C10.7
426,fusion,"['C10.7', 'C10.5']",C10.8
429,fusion,"['C10.8', 'C10.6']",C10.9
614,death,C10.9,[]
0,begin,[],C11
281,death,C11,[]
0,begin,[],C12
293,div,C12,"['C12.1', 'C12.2', 'C12.3']"
317,death,C12.1,[]
318,death,C12.2,[]
316,death,C12.3,[]
0,begin,[],C13
473,div,C13,"['C13.1', 'C13.2', 'C13.3']"
477,death,C13.1,[]
476,fusion,"['C13.2', 'C13.3']",C13.4
477,death,C13.4,[]
0,begin,[],C14
5,div,C14,"['C14.1', 'C14.2']"
30,fusion,"['C14.1', 'C14.2']",C14.3
420,out,C14.3,[]
0,begin,[],C15
254,div,C15,"['C15.1', 'C15.2', 'C15.3', 'C15.4', 'C15.5']"
630,death,C15.1,[]
269,fusion,"['C15.2', 'C15.3']",C15.6
274,fusion,"['C15.4', 'C15.6']",C15.7
280,fusion,"['C15.7', 'C15.5']",C15.8
721,end,C15.8,[]
0,begin,[],C16
476,div,C16,"['C16.1', 'C16.2', 'C16.3']"
489,fusion,"['C16.1', 'C16.2']",C16.4
497,fusion,"['C16.4', 'C16.3']",C16.5
545,death,C16.5,[]
0,begin,[],C17
213,out,C17,[]
0,begin,[],C18
216,div,C18,"['C18.1', 'C18.2', 'C18.3']"
409,death,C18.1,[]
491,death,C18.2,[]
497,death,C18.3,[]
0,begin,[],C19
397,div,C19,"['C19.1', 'C19.2', 'C19.3', 'C19.4']"
413,fusion,"['C19.1', 'C19.2']",C19.5
419,fusion,"['C19.5', 'C19.3']",C19.6
442,fusion,"['C19.6', 'C19.4']",C19.7
450,death,C19.7,[]
0,begin,[],C20
317,death,C20,[]
0,begin,[],C21
209,death,C21,[]
0,begin,[],C22
391,div,C22,"['C22.1', 'C22.2', 'C22.3', 'C22.4', 'C22.5']"
399,fusion,"['C22.1', 'C22.2', 'C22.3']",C22.6
404,fusion,"['C22.6', 'C22.4']",C22.7
449,fusion,"['C22.7', 'C22.5']",C22.8
564,death,C22.8,[]
0,begin,[],C23
393,div,C23,"['C23.1', 'C23.2']"
421,fusion,"['C23.1', 'C23.2']",C23.3
422,death,C23.3,[]
0,begin,[],C24
200,div,C24,"['C24.1', 'C24.2']"
503,death,C24.1,[]
500,death,C24.2,[]
0,begin,[],C25
313,div,C25,"['C25.1', 'C25.2', 'C25.3', 'C25.4', 'C25.5']"
332,fusion,"['C25.1', 'C25.2']",C25.6
386,fusion,"['C25.6', 'C25.3']",C25.7
565,death,C25.7,[]
386,fusion,"['C25.4', 'C25.5']",C25.8
721,end,C25.8,[]
0,begin,[],C26
232,death,C26,[]
0,begin,[],C27
349,div,C27,"['C27.1', 'C27.2', 'C27.3', 'C27.4']"
361,fusion,"['C27.1', 'C27.2']",C27.5
360,fusion,"['C27.3', 'C27.4']",C27.6
367,fusion,"['C27.6', 'C27.5']",C27.7
453,death,C27.7,[]
0,begin,[],C28
216,out,C28,[]
0,begin,[],C29
484,out,C29,[]
0,begin,[],C30
243,death,C30,[]
0,begin,[],C31
234,div,C31,"['C31.1', 'C31.2', 'C31.3']"
600,out,C31.1,[]
493,death,C31.2,[]
390,out,C31.3,[]
