time,event,input,output
0,begin,[],C1
308,out,C1,[]
0,begin,[],C2
244,div,C2,"['C2.1', 'C2.2', 'C2.3']"
444,out,C2.3,[]
388,fusion,"['C2.1', 'C2.2']",C2.4
559,death,C2.4,[]
0,begin,[],C3
299,out,C3,[]
0,begin,[],C4
234,div,C4,"['C4.1', 'C4.2', 'C4.3']"
721,end,C4.1,[]
434,death,C4.2,[]
427,death,C4.3,[]
0,begin,[],C5
239,div,C5,"['C5.1', 'C5.2', 'C5.3']"
250,fusion,"['C5.1', 'C5.2']",C5.4
302,fusion,"['C5.3', 'C5.4']",C5.5
356,death,C5.5,[]
0,begin,[],C6
470,death,C6,[]
0,begin,[],C7
573,div,C7,"['C7.1', 'C7.2', 'C7.3', 'C7.4', 'C7.5']"
721,end,C7.1,[]
705,death,C7.2,[]
597,fusion,"['C7.3', 'C7.4']",C7.6
669,fusion,"['C7.6', 'C7.5']",C7.7
692,death,C7.7,[]
0,begin,[],C8
499,div,C8,"['C8.1', 'C8.2', 'C8.3']"
508,fusion,"['C8.1', 'C8.2']",C8.4
513,fusion,"['C8.4', 'C8.3']",C8.5
550,death,C8.5,[]
0,begin,[],C9
502,div,C9,"['C9.1', 'C9.2', 'C9.3', 'C9.4', 'C9.5']"
522,fusion,"['C9.1', 'C9.2']",C9.6
532,fusion,"['C9.6', 'C9.3']",C9.7
534,fusion,"['C9.4', 'C9.5']",C9.8
538,fusion,"['C9.8', 'C9.7']",C9.9
569,death,C9.9,[]
0,begin,[],C10
337,div,C10,"['C10.1', 'C10.2', 'C10.3']"
354,fusion,"['C10.1', 'C10.2']",C10.4
359,fusion,"['C10.4', 'C10.3']",C10.5
455,death,C10.5,[]
0,begin,[],C11
262,div,C11,"['C11.1', 'C11.2', 'C11.3']"
286,fusion,"['C11.1', 'C11.2']",C11.4
324,fusion,"['C11.4', 'C11.3']",C11.5
493,death,C11.5,[]
0,begin,[],C12
429,div,C12,"['C12.1', 'C12.2', 'C12.3']"
448,fusion,"['C12.1', 'C12.2']",C12.4
454,fusion,"['C12.4', 'C12.3']",C12.5
547,death,C12.5,[]
0,begin,[],C13
430,div,C13,"['C13.1', 'C13.2', 'C13.3', 'C13.4']"
438,fusion,"['C13.1', 'C13.2']",C13.5
442,fusion,"['C13.5', 'C13.3']",C13.6
449,fusion,"['C13.6', 'C13.4']",C13.7
515,out,C13.7,[]
0,begin,[],C14
380,div,C14,"['C14.1', 'C14.2', 'C14.3', 'C14.4']"
402,fusion,"['C14.1', 'C14.2', 'C14.3']",C14.5
412,fusion,"['C14.5', 'C14.4']",C14.6
721,end,C14.6,[]
0,begin,[],C15
370,div,C15,"['C15.1', 'C15.2', 'C15.3', 'C15.4', 'C15.5']"
720,death,C15.1,[]
385,fusion,"['C15.2', 'C15.3']",C15.6
388,fusion,"['C15.6', 'C15.4']",C15.7
395,fusion,"['C15.7', 'C15.5']",C15.8
553,death,C15.8,[]
0,begin,[],C16
472,div,C16,"['C16.1', 'C16.2', 'C16.3', 'C16.4']"
487,death,C16.1,[]
480,death,C16.2,[]
477,fusion,"['C16.3', 'C16.4']",C16.5
486,death,C16.5,[]
0,begin,[],C17
463,div,C17,"['C17.1', 'C17.2', 'C17.3']"
468,fusion,"['C17.1', 'C17.2', 'C17.3']",C17.4
470,death,C17.4,[]
0,begin,[],C18
210,div,C18,"['C18.1', 'C18.2']"
300,fusion,"['C18.1', 'C18.2']",C18.3
553,div,C18.3,"['C18.3.1', 'C18.3.2']"
575,death,C18.3.1,[]
575,death,C18.3.2,[]
0,begin,[],C19
214,div,C19,"['C19.1', 'C19.2']"
314,fusion,"['C19.1', 'C19.2']",C19.3
488,out,C19.3,[]
0,begin,[],C20
288,div,C20,"['C20.1', 'C20.2']"
498,fusion,"['C20.1', 'C20.2']",C20.3
721,end,C20.3,[]
0,begin,[],C21
350,div,C21,"['C21.1', 'C21.2']"
376,death,C21.1,[]
376,death,C21.2,[]
0,begin,[],C22
721,end,C22,[]
0,begin,[],C23
262,out,C23,[]
0,begin,[],C24
285,death,C24,[]
