time,event,input,output
0,begin,[],C1
68,out,C1,[]
0,begin,[],C2
394,death,C2,[]
0,begin,[],C3
397,out,C3,[]
0,begin,[],C4
408,death,C4,[]
0,begin,[],C5
203,div,C5,"['C5.1', 'C5.2', 'C5.3', 'C5.4']"
219,fusion,"['C5.1', 'C5.2']",C5.5
235,fusion,"['C5.5', 'C5.3']",C5.6
423,div,C5.6,"['C5.6.1', 'C5.6.2', 'C5.6.3']"
448,death,C5.6.1,[]
449,death,C5.6.2,[]
449,death,C5.6.3,[]
293,death,C5.4,[]
0,begin,[],C23
0,begin,[],C6
203,fusion,"['C6', 'C23']",C6.1
386,div,C6.1,"['C6.1.1', 'C6.1.2', 'C6.1.3', 'C6.1.4']"
402,death,C6.1.1,[]
403,death,C6.1.2,[]
397,fusion,"['C6.1.3', 'C6.1.4']",C6.2
401,death,C6.2,[]
0,begin,[],C7
315,div,C7,"['C7.1', 'C7.2', 'C7.3', 'C7.4']"
505,death,C7.1,[]
323,fusion,"['C7.2', 'C7.3']",C7.5
330,fusion,"['C7.5', 'C7.4']",C7.6
472,death,C7.6,[]
0,begin,[],C8
450,div,C8,"['C8.1', 'C8.2', 'C8.3', 'C8.4']"
471,fusion,"['C8.1', 'C8.2']",C8.5
480,fusion,"['C8.5', 'C8.3']",C8.6
512,fusion,"['C8.6', 'C8.4']",C8.7
653,death,C8.7,[]
0,begin,[],C9
361,death,C9,[]
0,begin,[],C10
263,div,C10,"['C10.1', 'C10.2', 'C10.3']"
405,death,C10.1,[]
398,fusion,"['C10.2', 'C10.3']",C10.4
413,death,C10.4,[]
0,begin,[],C11
413,death,C11,[]
0,begin,[],C12
86,out,C12,[]
0,begin,[],C13
174,div,C13,"['C13.1', 'C13.2']"
358,death,C13.1,[]
337,death,C13.2,[]
0,begin,[],C14
264,div,C14,"['C14.1', 'C14.2']"
381,death,C14.1,[]
416,div,C14.2,"['C14.2.1', 'C14.2.2', 'C14.2.3']"
423,death,C14.2.1,[]
424,death,C14.2.2,[]
425,death,C14.2.3,[]
0,begin,[],C15
388,div,C15,"['C15.1', 'C15.2']"
400,fusion,"['C15.1', 'C15.2']",C15.3
480,death,C15.3,[]
0,begin,[],C16
249,div,C16,"['C16.1', 'C16.2', 'C16.3', 'C16.4']"
447,death,C16.1,[]
266,fusion,"['C16.2', 'C16.3']",C16.5
271,fusion,"['C16.5', 'C16.4']",C16.6
721,end,C16.6,[]
0,begin,[],C17
161,out,C17,[]
0,begin,[],C18
18,death,C18,[]
0,begin,[],C19
224,out,C19,[]
0,begin,[],C20
11,out,C20,[]
0,begin,[],C21
30,out,C21,[]
0,begin,[],C22
349,div,C22,"['C22.1', 'C22.2']"
368,fusion,"['C22.1', 'C22.2']",C22.3
380,death,C22.3,[]
0,begin,[],C24
181,div,C24,"['C24.1', 'C24.2']"
365,out,C24.1,[]
522,death,C24.2,[]
