time,event,input,output
0,begin,[],C1
191,div,C1,"['C1.1', 'C1.2']"
414,div,C1.1,"['C1.1.1', 'C1.1.2', 'C1.1.3']"
458,death,C1.1.1,[]
591,div,C1.1.2,"['C1.1.2.1', 'C1.1.2.2']"
721,end,C1.1.2.1,[]
721,end,C1.1.2.2,[]
560,div,C1.1.3,"['C1.1.3.1', 'C1.1.3.2']"
721,end,C1.1.3.1,[]
681,div,C1.1.3.2,"['C1.1.3.2.1', 'C1.1.3.2.2']"
689,out,C1.1.3.2.1,[]
688,out,C1.1.3.2.2,[]
410,div,C1.2,"['C1.2.1', 'C1.2.2']"
605,div,C1.2.2,"['C1.2.2.1', 'C1.2.2.2', 'C1.2.2.3']"
658,death,C1.2.2.1,[]
640,fusion,"['C1.2.2.2', 'C1.2.2.3']",C1.3
721,end,C1.3,[]
667,death,C1.2.1,[]
0,begin,[],C2
143,div,C2,"['C2.1', 'C2.2']"
321,div,C2.1,"['C2.1.1', 'C2.1.2']"
721,end,C2.1.1,[]
557,div,C2.1.2,"['C2.1.2.1', 'C2.1.2.2']"
721,end,C2.1.2.1,[]
710,div,C2.1.2.2,"['C2.1.2.2.1', 'C2.1.2.2.2']"
721,end,C2.1.2.2.1,[]
721,end,C2.1.2.2.2,[]
663,death,C2.2,[]
0,begin,[],C3
244,div,C3,"['C3.1', 'C3.2']"
372,death,C3.2,[]
418,div,C3.1,"['C3.1.1', 'C3.1.2']"
539,div,C3.1.1,"['C3.1.1.1', 'C3.1.1.2']"
541,out,C3.1.1.1,[]
548,out,C3.1.1.2,[]
552,div,C3.1.2,"['C3.1.2.1', 'C3.1.2.2']"
697,div,C3.1.2.1,"['C3.1.2.1.1', 'C3.1.2.1.2']"
721,end,C3.1.2.1.1,[]
721,end,C3.1.2.1.2,[]
689,div,C3.1.2.2,"['C3.1.2.2.1', 'C3.1.2.2.2']"
721,end,C3.1.2.2.1,[]
721,end,C3.1.2.2.2,[]
0,begin,[],C4
124,div,C4,"['C4.1', 'C4.2']"
315,div,C4.1,"['C4.1.1', 'C4.1.2']"
432,div,C4.1.1,"['C4.1.1.1', 'C4.1.1.2']"
442,death,C4.1.1.1,[]
442,death,C4.1.1.2,[]
507,death,C4.1.2,[]
283,div,C4.2,"['C4.2.1', 'C4.2.2']"
461,div,C4.2.1,"['C4.2.1.1', 'C4.2.1.2']"
610,div,C4.2.1.2,"['C4.2.1.2.1', 'C4.2.1.2.2']"
659,death,C4.2.1.2.1,[]
721,end,C4.2.1.2.2,[]
627,div,C4.2.1.1,"['C4.2.1.1.1', 'C4.2.1.1.2']"
721,end,C4.2.1.1.1,[]
721,end,C4.2.1.1.2,[]
448,div,C4.2.2,"['C4.2.2.1', 'C4.2.2.2']"
606,div,C4.2.2.1,"['C4.2.2.1.1', 'C4.2.2.1.2']"
721,end,C4.2.2.1.1,[]
721,end,C4.2.2.1.2,[]
648,div,C4.2.2.2,"['C4.2.2.2.1', 'C4.2.2.2.2', 'C4.2.2.2.3']"
677,death,C4.2.2.2.1,[]
678,death,C4.2.2.2.2,[]
687,death,C4.2.2.2.3,[]
0,begin,[],C5
125,div,C5,"['C5.1', 'C5.2']"
273,div,C5.1,"['C5.1.1', 'C5.1.2']"
525,div,C5.1.2,"['C5.1.2.1', 'C5.1.2.2']"
721,end,C5.1.2.1,[]
721,end,C5.1.2.2,[]
405,div,C5.1.1,"['C5.1.1.1', 'C5.1.1.2']"
512,div,C5.1.1.1,"['C5.1.1.1.1', 'C5.1.1.1.2']"
721,end,C5.1.1.1.1,[]
632,div,C5.1.1.1.2,"['C5.1.1.1.2.1', 'C5.1.1.1.2.2']"
721,end,C5.1.1.1.2.1,[]
721,end,C5.1.1.1.2.2,[]
508,div,C5.1.1.2,"['C5.1.1.2.1', 'C5.1.1.2.2']"
643,div,C5.1.1.2.1,"['C5.1.1.2.1.1', 'C5.1.1.2.1.2']"
721,end,C5.1.1.2.1.1,[]
721,end,C5.1.1.2.1.2,[]
676,div,C5.1.1.2.2,"['C5.1.1.2.2.1', 'C5.1.1.2.2.2']"
721,end,C5.1.1.2.2.1,[]
721,end,C5.1.1.2.2.2,[]
272,div,C5.2,"['C5.2.1', 'C5.2.2']"
398,div,C5.2.1,"['C5.2.1.1', 'C5.2.1.2']"
558,div,C5.2.1.1,"['C5.2.1.1.1.1', 'C5.2.1.1.1.2']"
721,end,C5.2.1.1.1.1,[]
721,end,C5.2.1.1.1.2,[]
557,div,C5.2.1.2,"['C5.2.1.2.1', 'C5.2.1.2.2']"
721,end,C5.2.1.2.1,[]
721,end,C5.2.1.2.2,[]
393,div,C5.2.2,"['C5.2.2.1', 'C5.2.2.2']"
540,div,C5.2.2.2,"['C5.2.2.2.1', 'C5.2.2.2.2']"
721,end,C5.2.2.2.1,[]
721,end,C5.2.2.2.2,[]
503,div,C5.2.2.1,"['C5.2.2.1.1', 'C5.2.2.1.2']"
721,end,C5.2.2.1.2,[]
627,div,C5.2.2.1.1,"['C5.2.2.1.1.1', 'C5.2.2.1.1.2']"
721,end,C5.2.2.1.1.1,[]
721,end,C5.2.2.1.1.2,[]
0,begin,[],C6
108,div,C6,"['C6.1', 'C6.2']"
177,death,C6.1,[]
159,death,C6.2,[]
0,begin,[],C7
202,div,C7,"['C7.1', 'C7.2']"
406,div,C7.1,"['C7.1.1', 'C7.1.2']"
528,div,C7.1.1,"['C7.1.1.1', 'C7.1.1.2']"
662,div,C7.1.1.1,"['C7.1.1.1.1', 'C7.1.1.1.2']"
721,end,C7.1.1.1.1,[]
721,end,C7.1.1.1.2,[]
691,div,C7.1.1.2,"['C7.1.1.2.1', 'C7.1.1.2.2']"
721,end,C7.1.1.2.1,[]
721,end,C7.1.1.2.2,[]
541,div,C7.1.2,"['C7.1.2.1', 'C7.1.2.2']"
721,end,C7.1.2.1,[]
718,div,C7.1.2.2,"['C7.1.2.2.1', 'C7.1.2.2.2']"
721,end,C7.1.2.2.1,[]
721,end,C7.1.2.2.2,[]
393,div,C7.2,"['C7.2.1', 'C7.2.2']"
522,div,C7.2.1,"['C7.2.1.1', 'C7.2.1.2']"
