time,event,input,output
0,begin,[],C1
266,out,C1,[]
0,begin,[],C2
195,div,C2,"['C2.1', 'C2.2']"
721,end,C2.1,[]
583,div,C2.2,"['C2.2.1', 'C2.2.2']"
608,fusion,"['C2.2.1', 'C2.2.2']",C2.3
716,death,C2.3,[]
0,begin,[],C3
466,death,C3,[]
0,begin,[],C4
518,death,C4,[]
0,begin,[],C5
130,div,C5,"['C5.1', 'C5.2']"
467,death,C5.1,[]
287,div,C5.2,"['C5.2.1', 'C5.2.2', 'C5.2.3']"
721,end,C5.2.1,[]
721,end,C5.2.2,[]
599,death,C5.2.3,[]
0,begin,[],C6
161,div,C6,"['C6.1', 'C6.2']"
415,death,C6.1,[]
460,div,C6.2,"['C6.2.1', 'C6.2.2', 'C6.2.3']"
460,fusion,"['C6.2.1', 'C6.2.2', 'C6.2.3']",C6.3
660,death,C6.3,[]
0,begin,[],C7
339,death,C7,[]
