time,event,input,output
0,begin,[],C1
337,div,C1,"['C1.1', 'C1.2', 'C1.3']"
351,fusion,"['C1.1', 'C1.2']",C1.4
373,fusion,"['C1.3', 'C1.4']",C1.5
537,death,C1.5,[]
0,begin,[],C2
327,div,C2,"['C2.1', 'C2.2', 'C2.3', 'C2.4']"
338,fusion,"['C2.1', 'C2.2']",C2.5
367,fusion,"['C2.5', 'C2.3']",C2.6
401,death,C2.6,[]
676,death,C2.4,[]
0,begin,[],C3
340,div,C3,"['C3.1', 'C3.2']"
721,end,C3.1,[]
721,end,C3.2,[]
0,begin,[],C4
365,death,C4,[]
0,begin,[],C5
275,div,C5,"['C5.1', 'C5.2', 'C5.3']"
289,fusion,"['C5.1', 'C5.2', 'C5.3']",C5.4
500,death,C5.4,[]
0,begin,[],C6
259,div,C6,"['C6.1', 'C6.2', 'C6.3', 'C6.4']"
288,fusion,"['C6.1', 'C6.2', 'C6.3', 'C6.4']",C6.5
619,death,C6.5,[]
