Nombre de cellules à J0,8
Nombre de cellules à J5,0
Nombre de mitoses totale,62
Nombre de cycles mitotiques,7.75
Nombre de mitoses normales,62
Nombre de mitoses anormales,0
Nombre de mitoses non dichotomiques,0
Nombre de refusions après mitose,0
Nombre total de morts,1
Nombre de mort sans mitose,0
Nombre de mort après mitose,1
Nombre de sorties,0
Longueur moyenne entre deux cycles,117
Longueur moyenne entre T0 et première division,122
,
Nom des cellules,C1,C2,C3,C4,C5,C6,C7,C8
Nombre de divisions,8,7,11,2,5,7,15,7
,
Nombre de divisions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Nombre de cellules concernées,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,1
