time,event,input,output
0,begin,[],C1
167,div,C1,"['C1.1', 'C1.2']"
576,end,C1.1,[]
378,div,C1.2,"['C1.2.1', 'C1.2.2']"
388,fusion,"['C1.2.1', 'C1.2.2']",C1.3
576,end,C1.3,[]
0,begin,[],C2
161,div,C2,"['C2.1', 'C2.2']"
338,div,C2.1,"['C2.1.1', 'C2.1.2']"
479,div,C2.1.1,"['C2.1.1.1', 'C2.1.1.2']"
576,end,C2.1.1.1,[]
576,end,C2.1.1.2,[]
486,div,C2.1.2,"['C2.1.2.1', 'C2.1.2.2']"
561,fusion,"['C2.1.2.1', 'C2.1.2.2']",C2.3
576,end,C2.3,[]
301,div,C2.2,"['C2.2.1', 'C2.2.2']"
459,div,C2.2.1,"['C2.2.1.1', 'C2.2.1.2']"
576,end,C2.2.1.1,[]
576,end,C2.2.1.2,[]
431,div,C2.2.2,"['C2.2.2.1', 'C2.2.2.2']"
576,end,C2.2.2.1,[]
576,end,C2.2.2.2,[]
0,begin,[],C3
362,death,C3,[]
0,begin,[],C4
181,death,C4,[]
0,begin,[],C5
0,begin,[],C6
21,fusion,"['C5', 'C6']",C5.1
153,div,C5.1,"['C5.1.1', 'C5.1.2', 'C5.1.3']"
172,fusion,"['C5.1.1', 'C5.1.2']",C5.4
182,fusion,"['C5.4', 'C5.1.3']",C5.5
576,end,C5.5,[]
0,begin,[],C7
111,div,C7,"['C7.1', 'C7.2']"
349,div,C7.1,"['C7.1.1', 'C7.1.2']"
564,div,C7.1.1,"['C7.1.1.1', 'C7.1.1.2']"
576,end,C7.1.1.1,[]
576,end,C7.1.1.2,[]
414,death,C7.1.2,[]
297,div,C7.2,"['C7.2.1', 'C7.2.2']"
536,div,C7.2.1,"['C7.2.1.1', 'C7.2.1.2']"
576,end,C7.2.1.1,[]
576,end,C7.2.1.2,[]
461,div,C7.2.2,"['C7.2.2.1', 'C7.2.2.2']"
576,end,C7.2.2.1,[]
576,end,C7.2.2.2,[]
0,begin,[],C8
200,div,C8,"['C8.1', 'C8.2']"
330,fusion,"['C8.1', 'C8.2']",C8.3
363,div,C8.3,"['C8.3.1', 'C8.3.2', 'C8.3.3', 'C8.3.4']"
367,fusion,"['C8.3.1', 'C8.3.2']",C8.4
576,end,C8.4,[]
469,death,C8.3.3,[]
554,div,C8.3.4,"['C8.3.4.1', 'C8.3.4.2']"
576,end,C8.3.4.1,[]
576,end,C8.3.4.2,[]
0,begin,[],C9
159,div,C9,"['C9.1', 'C9.2']"
457,div,C9.1,"['C9.1.1', 'C9.1.2']"
576,end,C9.1.1,[]
576,end,C9.2,[]
539,out,C9.1.2,[]
0,begin,[],C10
84,out,C10,[]
