time,event,input,output
0,begin,[],C1
78,div,C1,"['C1.1', 'C1.2']"
302,div,C1.1,"['C1.1.1', 'C1.1.2']"
408,div,C1.1.1,"['C1.1.1.1', 'C1.1.1.2']"
532,div,C1.1.1.1,"['C1.1.1.1.1', 'C1.1.1.1.2']"
576,end,C1.1.1.1.1,[]
576,end,C1.1.1.1.2,[]
555,div,C1.1.1.2,"['C1.1.1.2.1', 'C1.1.1.2.2']"
576,end,C1.1.1.2.1,[]
576,end,C1.1.1.2.2,[]
417,div,C1.1.2,"['C1.1.2.1', 'C1.1.2.2']"
576,end,C1.1.2.1,[]
576,end,C1.1.2.2,[]
251,div,C1.2,"['C1.2.1', 'C1.2.2']"
375,div,C1.2.1,"['C1.2.1.1', 'C1.2.1.2']"
576,end,C1.2.1.1,[]
528,div,C1.2.1.2,"['C1.2.1.2.1', 'C1.2.1.2.2']"
576,end,C1.2.1.2.1,[]
576,end,C1.2.1.2.2,[]
375,div,C1.2.2,"['C1.2.2.1', 'C1.2.2.2']"
576,end,C1.2.2.1,[]
529,div,C1.2.2.2,"['C1.2.2.2.1', 'C1.2.2.2.2']"
576,end,C1.2.2.2.1,[]
576,end,C1.2.2.2.2,[]
0,begin,[],C2
118,div,C2,"['C2.1', 'C2.2']"
274,div,C2.1,"['C2.1.1', 'C2.1.2']"
436,death,C2.1.1,[]
458,div,C2.1.2,"['C2.1.2.1', 'C2.1.2.2']"
472,div,C2.1.2.1,"['C2.1.2.1.1', 'C2.1.2.1.2']"
576,end,C2.1.2.1.1,[]
576,end,C2.1.2.1.2,[]
473,div,C2.1.2.2,"['C2.1.2.2.1', 'C2.1.2.2.2']"
576,end,C2.1.2.2.1,[]
576,end,C2.1.2.2.2,[]
269,div,C2.2,"['C2.2.1', 'C2.2.2']"
418,div,C2.2.1,"['C2.2.1.1', 'C2.2.1.2']"
568,div,C2.2.1.1,"['C2.2.1.1.1', 'C2.2.1.1.2']"
576,end,C2.2.1.1.1,[]
576,end,C2.2.1.1.2,[]
555,div,C2.2.1.2,"['C2.2.1.2.1', 'C2.2.1.2.2']"
576,end,C2.2.1.2.1,[]
576,end,C2.2.1.2.2,[]
417,div,C2.2.2,"['C2.2.2.1', 'C2.2.2.2']"
548,div,C2.2.2.1,"['C2.2.2.1.1', 'C2.2.2.1.2']"
576,end,C2.2.2.1.1,[]
576,end,C2.2.2.1.2,[]
547,div,C2.2.2.2,"['C2.2.2.2.1', 'C2.2.2.2.2']"
576,end,C2.2.2.2.1,[]
576,end,C2.2.2.2.2,[]
0,begin,[],C3
108,div,C3,"['C3.1', 'C3.2']"
265,div,C3.1,"['C3.1.1', 'C3.1.2']"
429,div,C3.1.1,"['C3.1.1.1', 'C3.1.1.2']"
576,end,C3.1.1.1,[]
576,end,C3.1.1.2,[]
482,div,C3.1.2,"['C3.1.2.1', 'C3.1.2.2']"
576,end,C3.1.2.1,[]
576,end,C3.1.2.2,[]
240,div,C3.2,"['C3.2.1', 'C3.2.2']"
395,div,C3.2.1,"['C3.2.1.1', 'C3.2.1.2']"
540,div,C3.2.1.1,"['C3.2.1.1.1', 'C3.2.1.1.2']"
576,end,C3.2.1.1.1,[]
576,end,C3.2.1.1.2,[]
524,div,C3.2.1.2,"['C3.2.1.2.1', 'C3.2.1.2.2']"
576,end,C3.2.1.2.1,[]
576,end,C3.2.1.2.2,[]
364,div,C3.2.2,"['C3.2.2.1', 'C3.2.2.2']"
519,div,C3.2.2.1,"['C3.2.2.1.1', 'C3.2.2.1.2']"
576,end,C3.2.2.1.1,[]
576,end,C3.2.2.1.2,[]
494,div,C3.2.2.2,"['C3.2.2.2.1', 'C3.2.2.2.2']"
576,end,C3.2.2.2.1,[]
576,end,C3.2.2.2.2,[]
0,begin,[],C4
113,div,C4,"['C4.1', 'C4.2']"
259,div,C4.1,"['C4.1.1', 'C4.1.2']"
393,div,C4.1.1,"['C4.1.1.1', 'C4.1.1.2']"
513,div,C4.1.1.1,"['C4.1.1.1.1', 'C4.1.1.1.2']"
576,end,C4.1.1.1.1,[]
576,end,C4.1.1.1.2,[]
534,div,C4.1.1.2,"['C4.1.1.2.1', 'C4.1.1.2.2']"
576,end,C4.1.1.2.1,[]
576,end,C4.1.1.2.2,[]
