time,event,input,output
0,begin,[],C1
81,out,C1,[]
0,begin,[],C2
157,div,C2,"['C2.1', 'C2.2']"
418,out,C2.1,[]
399,div,C2.2,"['C2.2.1', 'C2.2.2', 'C2.2.3']"
424,death,C2.2.1,[]
410,fusion,"['C2.2.2', 'C2.2.3']",C2.3
576,end,C2.3,[]
0,begin,[],C3
152,div,C3,"['C3.1', 'C3.2']"
427,death,C3.1,[]
332,death,C3.2,[]
0,begin,[],C4
166,div,C4,"['C4.1', 'C4.2']"
399,div,C4.1,"['C4.1.1', 'C4.1.2']"
576,end,C4.1.1,[]
576,end,C4.1.2,[]
379,div,C4.2,"['C4.2.1', 'C4.2.2']"
456,fusion,"['C4.2.1', 'C4.2.2']",C4.3
576,end,C4.3,[]
0,begin,[],C5
159,div,C5,"['C5.1', 'C5.2']"
362,div,C5.1,"['C5.1.1', 'C5.1.2']"
508,fusion,"['C5.1.1', 'C5.1.2']",C5.3
576,end,C5.3,[]
352,div,C5.2,"['C5.2.1', 'C5.2.2']"
453,fusion,"['C5.2.1', 'C5.2.2']",C5.4
576,end,C5.4,[]
0,begin,[],C6
71,div,C6,"['C6.1', 'C6.2']"
285,div,C6.1,"['C6.1.1', 'C6.1.2']"
434,div,C6.1.1,"['C6.1.1.1', 'C6.1.1.2']"
576,end,C6.1.1.1,[]
576,end,C6.1.1.2,[]
449,div,C6.1.2,"['C6.1.2.1', 'C6.1.2.2']"
576,end,C6.1.2.1,[]
576,end,C6.1.2.2,[]
277,div,C6.2,"['C6.2.1', 'C6.2.2']"
420,div,C6.2.1,"['C6.2.1.1', 'C6.2.1.2']"
576,end,C6.2.1.1,[]
547,div,C6.2.1.2,"['C6.2.1.2.1', 'C6.2.1.2.2']"
576,end,C6.2.1.2.1,[]
576,end,C6.2.1.2.2,[]
444,div,C6.2.2,"['C6.2.2.1', 'C6.2.2.2']"
576,end,C6.2.2.1,[]
576,end,C6.2.2.2,[]
0,begin,[],C7
82,div,C7,"['C7.1', 'C7.2']"
335,div,C7.1,"['C7.1.1', 'C7.1.2']"
472,div,C7.1.1,"['C7.1.1.1', 'C7.1.1.2']"
576,end,C7.1.1.1,[]
576,end,C7.1.1.2,[]
507,div,C7.1.2,"['C7.1.2.1', 'C7.1.2.2']"
576,end,C7.1.2.1,[]
576,end,C7.1.2.2,[]
240,div,C7.2,"['C7.2.1', 'C7.2.2']"
423,div,C7.2.1,"['C7.2.1.1', 'C7.2.1.2']"
576,end,C7.2.1.1,[]
576,end,C7.2.1.2,[]
414,div,C7.2.2,"['C7.2.2.1', 'C7.2.2.2']"
576,end,C7.2.2.2,[]
499,death,C7.2.2.1,[]
