time,event,input,output
0,begin,[],C1
205,div,C1,"['C1.1', 'C1.2']"
329,death,C1.1,[]
318,div,C1.2,"['C1.2.1', 'C1.2.2']"
721,end,C1.2.1,[]
618,death,C1.2.2,[]
0,begin,[],C2
22,out,C2,[]
0,begin,[],C3
247,div,C3,"['C3.1', 'C3.2', 'C3.3', 'C3.4']"
573,death,C3.3,[]
261,fusion,"['C3.1', 'C3.2']",C3.5
341,death,C3.5,[]
370,div,C3.4,"['C3.4.1', 'C3.4.2']"
559,fusion,"['C3.4.1', 'C3.4.2']",C3.6
624,div,C3.6,"['C3.6.1', 'C3.6.2']"
651,fusion,"['C3.6.1', 'C3.6.2']",C3.7
721,end,C3.7,[]
0,begin,[],C4
200,out,C4,[]
0,begin,[],C5
313,out,C5,[]
0,begin,[],C6
143,div,C6,"['C6.1', 'C6.2']"
266,div,C6.1,"['C6.1.1', 'C6.1.2']"
721,end,C6.1.1,[]
634,div,C6.1.2,"['C6.1.2.1', 'C6.1.2.2']"
721,end,C6.1.2.1,[]
721,end,C6.1.2.2,[]
271,div,C6.2,"['C6.2.1', 'C6.2.2']"
451,div,C6.2.1,"['C6.2.1.1', 'C6.2.1.2']"
596,div,C6.2.1.1,"['C6.2.1.1.1', 'C6.2.1.1.2', 'C6.2.1.1.3']"
600,fusion,"['C6.2.1.1.1', 'C6.2.1.1.2', 'C6.2.1.1.3']",C6.3
721,end,C6.3,[]
392,div,C6.2.2,"['C6.2.2.1', 'C6.2.2.2']"
721,end,C6.2.2.2,[]
623,fusion,"['C6.2.2.1', 'C6.2.1.2']",C6.4
677,death,C6.4,[]
0,begin,[],C7
156,div,C7,"['C7.1', 'C7.2']"
319,div,C7.1,"['C7.1.1', 'C7.1.2']"
482,div,C7.1.1,"['C7.1.1.1', 'C7.1.1.2']"
721,end,C7.1.1.1,[]
721,end,C7.1.1.2,[]
484,div,C7.1.2,"['C7.1.2.1', 'C7.1.2.2']"
721,end,C7.1.2.1,[]
721,end,C7.1.2.2,[]
304,div,C7.2,"['C7.2.1', 'C7.2.2']"
531,div,C7.2.1,"['C7.2.1.1', 'C7.2.1.2']"
721,end,C7.2.1.1,[]
721,end,C7.2.1.2,[]
446,div,C7.2.2,"['C7.2.2.1', 'C7.2.2.2']"
555,fusion,"['C7.2.2.1', 'C7.2.2.2']",C7.3
629,div,C7.3,"['C7.3.1', 'C7.3.2', 'C7.3.3']"
642,fusion,"['C7.3.1', 'C7.3.2']",C7.4
646,fusion,"['C7.4', 'C7.3.3']",C7.5
721,end,C7.5,[]
0,begin,[],C8
413,div,C8,"['C8.1', 'C8.2', 'C8.3', 'C8.4']"
468,death,C8.1,[]
428,fusion,"['C8.2', 'C8.3']",C8.5
446,fusion,"['C8.5', 'C8.4']",C8.6
645,death,C8.6,[]
0,begin,[],C9
162,div,C9,"['C9.1', 'C9.2']"
252,death,C9.1,[]
202,death,C9.2,[]
0,begin,[],C10
193,div,C10,"['C10.1', 'C10.2']"
242,death,C10.1,[]
243,death,C10.2,[]
0,begin,[],C11
142,div,C11,"['C11.1', 'C11.2']"
209,fusion,"['C11.1', 'C11.2']",C11.3
721,end,C11.3,[]
0,begin,[],C12
143,div,C12,"['C12.1', 'C12.2']"
271,div,C12.1,"['C12.1.1', 'C12.1.2']"
596,div,C12.1.2,"['C12.1.2.1', 'C12.1.2.2', 'C12.1.2.3']"
721,end,C12.1.2.1,[]
721,end,C12.1.2.2,[]
721,end,C12.1.2.3,[]
424,div,C12.1.1,"['C12.1.1.1', 'C12.1.1.2']"
569,div,C12.1.1.1,"['C12.1.1.1.1', 'C12.1.1.1.2']"
721,end,C12.1.1.1.1,[]
721,end,C12.1.1.1.2,[]
585,div,C12.1.1.2,"['C12.1.1.2.1', 'C12.1.1.2.2']"
721,end,C12.1.1.2.1,[]
721,end,C12.1.1.2.2,[]
261,div,C12.2,"['C12.2.1', 'C12.2.2']"
530,div,C12.2.1,"['C12.2.1.1', 'C12.2.1.2']"
546,death,C12.2.1.1,[]
545,death,C12.2.1.2,[]
389,div,C12.2.2,"['C12.2.2.1', 'C12.2.2.2']"
429,fusion,"['C12.2.2.1', 'C12.2.2.2']",C12.3
672,death,C12.3,[]
0,begin,[],C13
264,div,C13,"['C13.1', 'C13.2', 'C13.3']"
326,fusion,"['C13.1', 'C13.2']",C13.4
382,fusion,"['C13.4', 'C13.3']",C13.5
558,death,C13.5,[]
0,begin,[],C14
265,div,C14,"['C14.1', 'C14.2', 'C14.3']"
280,fusion,"['C14.1', 'C14.2']",C14.4
281,fusion,"['C14.4', 'C14.3']",C14.5
347,death,C14.5,[]
0,begin,[],C15
102,div,C15,"['C15.1', 'C15.2']"
253,div,C15.1,"['C15.1.1', 'C15.1.2']"
396,div,C15.1.1,"['C15.1.1.1', 'C15.1.1.2']"
721,end,C15.1.1.1,[]
605,div,C15.1.1.2,"['C15.1.1.2.1', 'C15.1.1.2.2']"
721,end,C15.1.1.2.1,[]
721,end,C15.1.1.2.2,[]
432,div,C15.1.2,"['C15.1.2.1', 'C15.1.2.2']"
641,div,C15.1.2.1,"['C15.1.2.1.1', 'C15.1.2.1.2']"
721,end,C15.1.2.1.1,[]
721,end,C15.1.2.1.2,[]
516,div,C15.1.2.2,"['C15.1.2.2.1', 'C15.1.2.2.2']"
721,end,C15.1.2.2.1,[]
607,div,C15.1.2.2.2,"['C15.1.2.2.2.1', 'C15.1.2.2.2.2']"
721,end,C15.1.2.2.2.1,[]
721,end,C15.1.2.2.2.2,[]
475,div,C15.2,"['C15.2.1', 'C15.2.2']"
558,fusion,"['C15.2.1', 'C15.2.2']",C15.3
596,death,C15.3,[]
0,begin,[],C16
96,div,C16,"['C16.1', 'C16.2']"
419,death,C16.1,[]
221,div,C16.2,"['C16.2.1', 'C16.2.2']"
398,div,C16.2.2,"['C16.2.2.1', 'C16.2.2.2']"
721,end,C16.2.2.1,[]
606,div,C16.2.2.2,"['C16.2.2.2.1', 'C16.2.2.2.2']"
721,end,C16.2.2.2.1,[]
721,end,C16.2.2.2.2,[]
501,div,C16.2.1,"['C16.2.1.1', 'C16.2.1.2']"
522,death,C16.2.1.1,[]
523,death,C16.2.1.2,[]
0,begin,[],C17
590,div,C17,"['C17.1', 'C17.2', 'C17.3', 'C17.4']"
594,fusion,"['C17.1', 'C17.2']",C17.5
596,death,C17.5,[]
599,death,C17.3,[]
599,death,C17.4,[]
0,begin,[],C18
155,div,C18,"['C18.1', 'C18.2']"
437,out,C18.2,[]
286,div,C18.1,"['C18.1.1', 'C18.1.2']"
287,out,C18.1.1,[]
287,out,C18.1.2,[]
0,begin,[],C19
195,div,C19,"['C19.1', 'C19.2']"
309,div,C19.2,"['C19.2.1', 'C19.2.2']"
507,out,C19.2.1,[]
602,death,C19.2.2,[]
344,div,C19.1,"['C19.1.1', 'C19.1.2']"
580,death,C19.1.1,[]
479,div,C19.1.2,"['C19.1.2.1', 'C19.1.2.2']"
721,end,C19.1.2.1,[]
671,out,C19.1.2.2,[]
0,begin,[],C20
177,div,C20,"['C20.1', 'C20.2']"
235,fusion,"['C20.1', 'C20.2']",C20.3
584,death,C20.3,[]
0,begin,[],C21
182,div,C21,"['C21.1', 'C21.2', 'C21.3']"
261,fusion,"['C21.1', 'C21.2']",C21.4
273,fusion,"['C21.4', 'C21.3']",C21.5
721,end,C21.5,[]
0,begin,[],C22
295,div,C22,"['C22.1', 'C22.2', 'C22.3', 'C22.4', 'C22.5']"
318,fusion,"['C22.1', 'C22.2', 'C22.3', 'C22.4', 'C22.5']",C22.6
672,out,C22.6,[]
